VPN,BARCODE,MARIA TASH,DEPT,WCID,ITEM_DESC
PEG3CZ-WG-14,2201100613765,194515111600,6321,6321x506080xpeg3czwg14y,14mm 3mm CZ Nipple Bar
PEG3CZ-WG-14,2201100613772,194515111624,6321,6321x506080xpeg3czwg14r,14mm 3mm CZ Nipple Bar
RB253-WG-6.5,2201100613789,194515112270,6321,6321x506080xrb253wg65w,2.5-3mm Gold Ball Rook Bar 6.5mm
RB253-WG-6.5,2201100613796,194515112287,6321,6321x506080xrb253wg65y,2.5-3mm Gold Ball Rook Bar 6.5mm
RB253-WG-8,2201100613819,194515089893,6321,6321x506080xrb253wg8w,2.5-3mm Gold Ball Rook Bar 8mm
RB253-WG-8,2201100613826,194515089923,6321,6321x506080xrb253wg8y,2.5-3mm Gold Ball Rook Bar 8mm
RFLP453CZ-WG-6.5,2201100613840,194515112669,6321,6321x506080xflp453czwg65w,Flower and 3mm Cz Rook Bar 6.5mm
RFLP453CZ-WG-8,2201100613871,194515112676,6321,6321x506080xrflp453czwg8w,Flower and 3mm Cz Rook Bar 8mm
RP34CZ-WG-6.5,2201100613901,194515113048,6321,6321x506080xrp34czwg65w,3-4mm CZ Prong Rook Bar 6.5mm
RP34CZ-WG-6.5,2201100613918,194515113055,6321,6321x506080xrp34czwg65y,3-4mm CZ Prong Rook Bar 6.5mm
RP34CZ-WG-8,2201100613932,194515113062,6321,6321x506080xrp34czwg8w,3-4mm CZ Prong Rook Bar 8mm
RP34CZ-WG-8,2201100613949,194515113079,6321,6321x506080xrp34czwg8y,3-4mm CZ Prong Rook Bar 8mm
VB445-WG-8,2201100613963,194515035937,6321,6321x506080xvb445wg8w,4-4.5mm Gold Ball Navel Bar 8mm
VB445-WG-9.5,2201100613994,194515035944,6321,6321x506080xvb445wg95w,4-4.5mm Gold Ball Navel Bar 9.5mm
VC34OP-WG-8,2201100614021,194515037542,6321,6321x506080xvc34opwg8w,3-4mm Opal Navel Bar 8mm
VC34OP-WG-9.5,2201100614052,194515037559,6321,6321x506080xvc34opwg95w,3-4mm Opal Navel Bar 9.5mm
VFLB454CZ-WG-8,2201100614083,194515038396,6321,6321x506080xvflb454czwg8w,CZ Flower and Gold Ball Navel Bar 8mm
VFLB454CZ-WG-9.5,2201100614113,194515038402,6321,6321x506080xflb454czwg95w,CZ Flower and Gold Ball Navel Bar 9.5mm
VP46CZ-WG-8,2201100614144,194515041150,6321,6321x506080xvp46czwg8w,4-6mm CZ Prong Navel Bar 8mm
VP46CZ-WG-9.5,2201100614175,194515041167,6321,6321x506080xvp46czwg95w,4-6mm CZ Prong Navel Bar 9.5mm
X2HCCM65-WG,2201100614205,194515045172,6321,6321x506080xx2hccm65wg,"1/4"" Handcuff Rings with Medium Chain"
X2HCCM65-YG,2201100614212,194515045189,6321,6321x506080xx2hccm65yg,"1/4"" Handcuff Rings with Medium Chain"
X2HCCM65-RG,2201100614229,194515045165,6321,6321x506080xx2hccm65rg,"1/4"" Handcuff Rings with Medium Chain"
X2HCCM65DD-WG,2201100614236,194515045257,6321,6321x506080xx2hccm65ddwg,"1/4"" Dbl Dia Handcuff Rings w/ Med Chain"
X2HCCM65DD-YG,2201100614243,194515045264,6321,6321x506080xx2hccm65ddyg,"1/4"" Dbl Dia Handcuff Rings w/ Med Chain"
X2HCCM65DD-RG,2201100614250,194515045240,6321,6321x506080xx2hccm65ddrg,"1/4"" Dbl Dia Handcuff Rings w/ Med Chain"
X2HCCM8-WG,2201100614267,194515045295,6321,6321x506080xx2hccm8wg,"5/16"" Handcuff Rings with Medium Chain"
X2HCCM8-YG,2201100614274,194515045301,6321,6321x506080xx2hccm8yg,"5/16"" Handcuff Rings with Medium Chain"
X2HCCM8-RG,2201100614281,194515045288,6321,6321x506080xx2hccm8rg,"5/16"" Handcuff Rings with Medium Chain"
X2HCCM8D-WG,2201100614298,194515045332,6321,6321x506080xx2hccm8dwg,"5/16"" Dbl Dia Handcuff Ring w/ Med Chain"
X2HCCM8D-YG,2201100614304,194515045349,6321,6321x506080xx2hccm8dyg,"5/16"" Dbl Dia Handcuff Ring w/ Med Chain"
X2HCCM8D-RG,2201100614311,194515045325,6321,6321x506080xx2hccm8drg,"5/16"" Dbl Dia Handcuff Ring w/ Med Chain"
X2OP-WG,2201100614328,194515045592,6321,6321x506080xx2opwg,2mm Opal Threaded Stud
X2OP-YG,2201100614335,194515045608,6321,6321x506080xx2opyg,2mm Opal Threaded Stud
X2OP-RG,2201100614342,194515045585,6321,6321x506080xx2oprg,2mm Opal Threaded Stud
X3BTR-WG,2201100614359,194515045882,6321,6321x506080xx3btrwg,Ball Trinity Threaded Stud
X3BTR-YG,2201100614366,194515045899,6321,6321x506080xx3btryg,Ball Trinity Threaded Stud
X3BTR-RG,2201100614373,194515045875,6321,6321x506080xx3btrrg,Ball Trinity Threaded Stud
X3BTRL-WG,2201100614380,194515045912,6321,6321x506080xx3btrlwg,Large Three Ball Trinity Threaded Stud
X3BTRL-YG,2201100614397,194515045929,6321,6321x506080xx3btrlyg,Large Three Ball Trinity Threaded Stud
X3BTRL-RG,2201100614403,194515045905,6321,6321x506080xx3btrlrg,Large Three Ball Trinity Threaded Stud
X3DTRD-WG,2201100614410,194515045974,6321,6321x506080xx3dtrdwg,Diamond Trinity Threaded Stud
X3DTRD-YG,2201100614427,194515045981,6321,6321x506080xx3dtrdyg,Diamond Trinity Threaded Stud
X3DTRD-RG,2201100614434,194515045967,6321,6321x506080xx3dtrdrg,Diamond Trinity Threaded Stud
X3DTRDLROSE GOLD,2201100614465,194515045998,6321,6321x506080xx3dtrdlrg,LARGE DIAMOND TRINITY THREADED STUD ROSE
X3OP-WG,2201100614472,194515046582,6321,6321x506080xx3opwg,3mm Opal Threaded Stud
X3OP-YG,2201100614489,194515046599,6321,6321x506080xx3opyg,3mm Opal Threaded Stud
X3OP-RG,2201100614496,194515046575,6321,6321x506080xx3oprg,3mm Opal Threaded Stud
X3P652D-WG,2201100614502,194515046728,6321,6321x506080xx3p652dwg,"1/4"" 2mm Diamond Princess Ring"
X3P652D-YG,2201100614519,194515046735,6321,6321x506080xx3p652dyg,"1/4"" 2mm Diamond Princess Ring"
X3P652D-RG,2201100614526,194515046711,6321,6321x506080xx3p652drg,"1/4"" 2mm Diamond Princess Ring"
X3P82D-WG,2201100614533,194515046827,6321,6321x506080xx3p82dwg,"5/16"" 2mm Diamond Princess Ring"
X3P82D-YG,2201100614540,194515046834,6321,6321x506080xx3p82dyg,"5/16"" 2mm Diamond Princess Ring"
X3P82D-RG,2201100614557,194515046810,6321,6321x506080xx3p82drg,"5/16"" 2mm Diamond Princess Ring"
X3P952D-WG,2201100614564,194515046933,6321,6321x506080xx3p952dwg,"3/8"" 2mm Diamond Princess Ring"
X3P952D-YG,2201100614571,194515046940,6321,6321x506080xx3p952dyg,"3/8"" 2mm Diamond Princess Ring"
X3P952D-RG,2201100614588,194515046926,6321,6321x506080xx3p952drg,"3/8"" 2mm Diamond Princess Ring"
X3PH168CZ-WG,2201100614595,194515047411,6321,6321x506080xx3ph168czwg,"16g 5/16"" CZ Horizontal Princess Ring"
X3PH168CZ-YG,2201100614601,194515047428,6321,6321x506080xx3ph168czyg,"16g 5/16"" CZ Horizontal Princess Ring"
X3PH168CZ-RG,2201100614618,194515047404,6321,6321x506080xx3ph168czrg,"16g 5/16"" CZ Horizontal Princess Ring"
X3PH168OP-WG,2201100614625,194515047497,6321,6321x506080xx3ph168opwg,"16g 5/16"" Opal Horizontal Princess Ring"
X3PH168OP-YG,2201100614632,194515047503,6321,6321x506080xx3ph168opyg,"16g 5/16"" Opal Horizontal Princess Ring"
X3PH168OP-RG,2201100614649,194515047480,6321,6321x506080xx3ph168oprg,"16g 5/16"" Opal Horizontal Princess Ring"
X3PH1695CZ-WG,2201100614656,194515047572,6321,6321x506080xx3ph1695czwg,"16g 3/8"" CZ Horizontal Princess Ring"
X3PH1695CZ-YG,2201100614663,194515047589,6321,6321x506080xx3ph1695czyg,"16g 3/8"" CZ Horizontal Princess Ring"
X3PH1695CZ-RG,2201100614670,194515047565,6321,6321x506080xx3ph1695czrg,"16g 3/8"" CZ Horizontal Princess Ring"
X3PH1695OP-WG,2201100614687,194515047657,6321,6321x506080xx3ph1695opwg,"16g 3/8"" Opal Horizontal Princess Ring"
X3PH1695OP-YG,2201100614694,194515047664,6321,6321x506080xx3ph1695opyg,"16g 3/8"" Opal Horizontal Princess Ring"
X3PH1695OP-RG,2201100614700,194515047640,6321,6321x506080xx3ph1695oprg,"16g 3/8"" Opal Horizontal Princess Ring"
X4BTR-WG,2201100614717,194515131257,6321,6321x506080xx4btrwg,Four Ball Trinity Threaded Stud
X4BTR-YG,2201100614724,194515131264,6321,6321x506080xx4btryg,Four Ball Trinity Threaded Stud
X4BTR-RG,2201100614731,194515131240,6321,6321x506080xx4btrrg,Four Ball Trinity Threaded Stud
X4BTRD-WG,2201100614748,194515131288,6321,6321x506080xx4btrdwg,Diamond Four Ball Trinity Threaded Stud
X4BTRD-YG,2201100614755,194515131295,6321,6321x506080xx4btrdyg,Diamond Four Ball Trinity Threaded Stud
X4BTRD-RG,2201100614762,194515131271,6321,6321x506080xx4btrdrg,Diamond Four Ball Trinity Threaded Stud
X4BTROP-WG,2201100614779,194515131318,6321,6321x506080xx4btropwg,Opal Four Ball Trinity Threaded Stud
X4BTROP-YG,2201100614786,194515131325,6321,6321x506080xx4btropyg,Opal Four Ball Trinity Threaded Stud
X4BTROP-RG,2201100614793,194515131301,6321,6321x506080xx4btroprg,Opal Four Ball Trinity Threaded Stud
X4DTRDWHITE GOLD,2201100614809,194515131431,6321,6321x506080xx4dtrdwg,FOUR DIAMOND TRINITY THREADED STUD WHITE
X5IVD2-WG,2201100614830,194515131554,6321,6321x506080xx5ivd2wg,Invisible Set 5 Diamond Threaded Stud
X5IVD2-YG,2201100614847,194515131561,6321,6321x506080xx5ivd2yg,Invisible Set 5 Diamond Threaded Stud
X5IVD2-RG,2201100614854,194515131547,6321,6321x506080xx5ivd2rg,Invisible Set 5 Diamond Threaded Stud
X5PA65D2-WG,2201100614861,194515131875,6321,6321x506080xx5pa65d2wg,"1/4"" Diamond Five Row Pave Ring"
X5PA65D2-YG,2201100614878,194515131882,6321,6321x506080xx5pa65d2yg,"1/4"" Diamond Five Row Pave Ring"
X5PA65D2-RG,2201100614885,194515131868,6321,6321x506080xx5pa65d2rg,"1/4"" Diamond Five Row Pave Ring"
X5PA95D2-WG,2201100614922,194515132278,6321,6321x506080xx5pa95d2wg,"3/8""  Diamond Five Row Pave Ring"
X5PA95D2-YG,2201100614939,194515132285,6321,6321x506080xx5pa95d2yg,"3/8""  Diamond Five Row Pave Ring"
X5PA95D2-RG,2201100614946,194515132261,6321,6321x506080xx5pa95d2rg,"3/8""  Diamond Five Row Pave Ring"
XAP8CZ-WG,2201100614953,194515132599,6321,6321x506080xxap8czwg,"5/16""  CZ Apsara Ring"
XAP8CZ-YG,2201100614960,194515132605,6321,6321x506080xxap8czyg,"5/16""  CZ Apsara Ring"
XAP8CZ-RG,2201100614977,194515132582,6321,6321x506080xxap8czrg,"5/16""  CZ Apsara Ring"
XAP8D-WG,2201100614984,194515132667,6321,6321x506080xxap8dwg,"5/16"" Diamond Apsara Ring"
XAP8D-YG,2201100614991,194515132674,6321,6321x506080xxap8dyg,"5/16"" Diamond Apsara Ring"
XAP8D-RG,2201100615004,194515132650,6321,6321x506080xxap8drg,"5/16"" Diamond Apsara Ring"
XAP95CZ-WG,2201100615011,194515132698,6321,6321x506080xxap95czwg,"3/8"" CZ Apsara Ring"
XAP95CZ-YG,2201100615028,194515132704,6321,6321x506080xxap95czyg,"3/8"" CZ Apsara Ring"
XAP95CZ-RG,2201100615035,194515132681,6321,6321x506080xxap95czrg,"3/8"" CZ Apsara Ring"
XAR10D-WG,2201100615042,194515132803,6321,6321x506080xxar10dwg,10mm Diamond Arrow Threaded Stud
XAR10D-YG,2201100615059,194515132810,6321,6321x506080xxar10dyg,10mm Diamond Arrow Threaded Stud
XAR10D-RG,2201100615066,194515132797,6321,6321x506080xxar10drg,10mm Diamond Arrow Threaded Stud
XAR10D-BG,2201100615073,194515132780,6321,6321x506080xxar10dbg,10mm Diamond Arrow Threaded Stud
XAR75D-WG,2201100615080,194515133442,6321,6321x506080xxar75dwg,7.5mm Diamond Arrow Threaded Stud
XAR75D-YG,2201100615097,194515133459,6321,6321x506080xxar75dyg,7.5mm Diamond Arrow Threaded Stud
XAR75D-RG,2201100615103,194515133435,6321,6321x506080xxar75drg,7.5mm Diamond Arrow Threaded Stud
XAR75D-BG,2201100615110,194515133428,6321,6321x506080xxar75dbg,7.5mm Diamond Arrow Threaded Stud
XB2-WG,2201100615127,194515133510,6321,6321x506080xxb2wg,2mm Ball Threaded Stud
XB2-YG,2201100615134,194515133527,6321,6321x506080xxb2yg,2mm Ball Threaded Stud
XB2-RG,2201100615141,194515133503,6321,6321x506080xxb2rg,2mm Ball Threaded Stud
XB25-WG,2201100615158,194515133558,6321,6321x506080xxb25wg,2.5mm Ball Threaded Stud
XB25-YG,2201100615165,194515133565,6321,6321x506080xxb25yg,2.5mm Ball Threaded Stud
XB25-BG,2201100615172,194515133534,6321,6321x506080xxb25bg,2.5mm Ball Threaded Stud
XB3-WG,2201100615189,194515133589,6321,6321x506080xxb3wg,3mm Ball Threaded Stud
XB3-YG,2201100615196,194515133596,6321,6321x506080xxb3yg,3mm Ball Threaded Stud
XB3-RG,2201100615202,194515133572,6321,6321x506080xxb3rg,3mm Ball Threaded Stud
XBAD-WG,2201100615219,194515133619,6321,6321x506080xxbadwg,Diamond Baguette Threaded Stud
XBAD-YG,2201100615226,194515133626,6321,6321x506080xxbadyg,Diamond Baguette Threaded Stud
XBAD-RG,2201100615233,194515133602,6321,6321x506080xxbadrg,Diamond Baguette Threaded Stud
XBAR11-WG,2201100615240,194515133671,6321,6321x506080xxbar11wg,11mm Polished Square Bar Threaded Stud
XBAR11-YG,2201100615257,194515133688,6321,6321x506080xxbar11yg,11mm Polished Square Bar Threaded Stud
XBAR11-RG,2201100615264,194515133664,6321,6321x506080xxbar11rg,11mm Polished Square Bar Threaded Stud
XBAR7-WG,2201100615271,194515133978,6321,6321x506080xxbar7wg,7mm Polished Square Bar Threaded Stud
XBAR7-YG,2201100615288,194515133985,6321,6321x506080xxbar7yg,7mm Polished Square Bar Threaded Stud
XBAR7-RG,2201100615295,194515133961,6321,6321x506080xxbar7rg,7mm Polished Square Bar Threaded Stud
XBARR11-WG,2201100615301,194515134111,6321,6321x506080xxbarr11wg,11mm Polished Round Bar Threaded Stud
XBARR11-YG,2201100615318,194515134128,6321,6321x506080xxbarr11yg,11mm Polished Round Bar Threaded Stud
XBARR11-RG,2201100615325,194515134104,6321,6321x506080xxbarr11rg,11mm Polished Round Bar Threaded Stud
XBARR7-WG,2201100615332,194515134302,6321,6321x506080xxbarr7wg,7mm Polished Round Bar Threaded Stud
XBARR7-YG,2201100615349,194515134319,6321,6321x506080xxbarr7yg,7mm Polished Round Bar Threaded Stud
XBARR7-RG,2201100615356,194515134296,6321,6321x506080xxbarr7rg,7mm Polished Round Bar Threaded Stud
XBF-WG,2201100615363,194515134807,6321,6321x506080xxbfwg,Ball Flower Threaded Stud
XBF-YG,2201100615370,194515134814,6321,6321x506080xxbfyg,Ball Flower Threaded Stud
XBF-RG,2201100615387,194515134791,6321,6321x506080xxbfrg,Ball Flower Threaded Stud
XC3FLD-WG,2201100615394,194515135477,6321,6321x506080xxc3fldwg,Diamond 3 Flower Garland Threaded Stud
XC3FLD-RG,2201100615400,194515135460,6321,6321x506080xxc3fldrg,Diamond 3 Flower Garland Threaded Stud
XC3FLD-YG,2201100615417,194515135484,6321,6321x506080xxc3fldyg,Diamond 3 Flower Garland Threaded Stud
XC3FLOP-WG,2201100615424,194515135538,6321,6321x506080xxc3flopwg,Three Opal Flower Garland Threaded Stud
XC3FLOP-YG,2201100615431,194515135545,6321,6321x506080xxc3flopyg,Three Opal Flower Garland Threaded Stud
XC3FLOP-RG,2201100615448,194515135521,6321,6321x506080xxc3floprg,Three Opal Flower Garland Threaded Stud
XC3STD-WG,2201100615455,194515135569,6321,6321x506080xxc3stdwg,Diamond Star Garland Threaded Stud
XC3STD-YG,2201100615462,194515135576,6321,6321x506080xxc3stdyg,Diamond Star Garland Threaded Stud
XC3STD-RG,2201100615479,194515135552,6321,6321x506080xxc3stdrg,Diamond Star Garland Threaded Stud
XCFL5D-WG,2201100615486,194515135668,6321,6321x506080xxcfl5dwg,Diamond 5 Flower Garland Threaded Stud
XCFL5D-YG,2201100615493,194515135675,6321,6321x506080xxcfl5dyg,Diamond 5 Flower Garland Threaded Stud
XCFL5D-RG,2201100615509,194515135651,6321,6321x506080xxcfl5drg,Diamond 5 Flower Garland Threaded Stud
XCHBAD-WG,2201100615516,194515135699,6321,6321x506080xxchbadwg,3mm Diamond Baguette Charm
XCHBAD-YG,2201100615523,194515135705,6321,6321x506080xxchbadyg,3mm Diamond Baguette Charm
XCHBAD-RG,2201100615530,194515135682,6321,6321x506080xxchbadrg,3mm Diamond Baguette Charm
XCHTRD-WG,2201100615547,194515135842,6321,6321x506080xxchtrdwg,Diamond Trillion Charm
XCHTRD-YG,2201100615554,194515135859,6321,6321x506080xxchtrdyg,Diamond Trillion Charm
XCHTRD-RG,2201100615561,194515135835,6321,6321x506080xxchtrdrg,Diamond Trillion Charm
XCN65BKD-WG,2201100615578,194515136085,6321,6321x506080xxcn65bkdwg,"1/4"" Black Diamond Coronet Ring"
XCN65BKD-YG,2201100615585,194515136092,6321,6321x506080xxcn65bkdyg,"1/4"" Black Diamond Coronet Ring"
XCN65BKD-RG,2201100615592,194515136078,6321,6321x506080xxcn65bkdrg,"1/4"" Black Diamond Coronet Ring"
XCN65PE-WG,2201100615608,194515136146,6321,6321x506080xxcn65pewg,"1/4"" Pearl Coronet Ring"
XCN65PE-YG,2201100615615,194515136153,6321,6321x506080xxcn65peyg,"1/4"" Pearl Coronet Ring"
XCN65PE-RG,2201100615622,194515136139,6321,6321x506080xxcn65perg,"1/4"" Pearl Coronet Ring"
XCN8BKD-WG,2201100615639,194515136214,6321,6321x506080xxcn8bkdwg,"5/16"" Black Diamond Coronet Ring"
XCN8BKD-YG,2201100615646,194515136221,6321,6321x506080xxcn8bkdyg,"5/16"" Black Diamond Coronet Ring"
XCN8BKD-RG,2201100615653,194515136207,6321,6321x506080xxcn8bkdrg,"5/16"" Black Diamond Coronet Ring"
XDG65D-WG-L,2201100615691,194515137358,6321,6321x506080xxdg65dwgl,Diamond Dagger Threaded Stud
XDG65D-WG-R,2201100615707,194515137365,6321,6321x506080xxdg65dwgr,Diamond Dagger Threaded Stud
XDG65D-YG-L,2201100615714,194515188749,6321,6321x506080xxdg65dygl,Diamond Dagger Threaded Stud
XDG65D-YG-R,2201100615721,194515137389,6321,6321x506080xxdg65dygr,Diamond Dagger Threaded Stud
XDG65D-RG-L,2201100615738,194515137334,6321,6321x506080xxdg65drgl,Diamond Dagger Threaded Stud
XDG65D-RG-R,2201100615745,194515137341,6321,6321x506080xxdg65drgr,Diamond Dagger Threaded Stud
XDH8CZ-WG,2201100615752,194515137853,6321,6321x506080xxdh8czwg,"5/16"" CZ Dhara Ring"
XDH8CZ-YG,2201100615769,194515137860,6321,6321x506080xxdh8czyg,"5/16"" CZ Dhara Ring"
XDH8CZ-RG,2201100615776,194515137846,6321,6321x506080xxdh8czrg,"5/16"" CZ Dhara Ring"
XET11D-WG,2201100615783,194515138379,6321,6321x506080xxet11dwg,"7/16"" Diamond Eternity Ring"
XET11D-YG,2201100615790,194515138386,6321,6321x506080xxet11dyg,"7/16"" Diamond Eternity Ring"
XET11D-RG,2201100615806,194515138362,6321,6321x506080xxet11drg,"7/16"" Diamond Eternity Ring"
XET125D-WG,2201100615813,194515138539,6321,6321x506080xxet125dwg,"1/2"" Diamond Eternity Ring"
XET125D-YG,2201100615820,194515138546,6321,6321x506080xxet125dyg,"1/2"" Diamond Eternity Ring"
XET125D-RG,2201100615837,194515138522,6321,6321x506080xxet125drg,"1/2"" Diamond Eternity Ring"
XET1SP65YELLOW GOLD,2201100615851,194515138621,6321,6321x506080xxet1sp65yg,6.5MM SINGLE SHORT SPIKE DIAMOND ETERNIT
XET1SP65ROSE GOLD,2201100615868,194515138607,6321,6321x506080xxet1sp65rg,6.5MM SINGLE SHORT SPIKE DIAMOND ETERNIT
XET1SP95-WG,2201100615905,194515139017,6321,6321x506080xxet1sp95wg,"3/8"" Single Spike Diamond Eternity Ring"
XET1SP95-YG,2201100615912,194515139024,6321,6321x506080xxet1sp95yg,"3/8"" Single Spike Diamond Eternity Ring"
XET1SP95-RG,2201100615929,194515139000,6321,6321x506080xxet1sp95rg,"3/8"" Single Spike Diamond Eternity Ring"
XET3SPL65D-WG,2201100615936,194515139383,6321,6321x506080xxet3spl65dwg,"1/4"" Triple Spike Diamond Eternity Ring"
XET3SPL65D-YG,2201100615943,194515139390,6321,6321x506080xxet3spl65dyg,"1/4"" Triple Spike Diamond Eternity Ring"
XET3SPL65D-RG,2201100615950,194515139376,6321,6321x506080xxet3spl65drg,"1/4"" Triple Spike Diamond Eternity Ring"
XET3SPL8D-WG,2201100615967,194515139543,6321,6321x506080xxet3spl8dwg,"5/16"" Triple Spike Diamond Eternity Ring"
XET3SPL8D-YG,2201100615974,194515139550,6321,6321x506080xxet3spl8dyg,"5/16"" Triple Spike Diamond Eternity Ring"
XET3SPL8D-RG,2201100615981,194515139536,6321,6321x506080xxet3spl8drg,"5/16"" Triple Spike Diamond Eternity Ring"
XET3SPL95D-WG,2201100615998,194515139703,6321,6321x506080xxet3spl95dwg,"3/8"" Triple Spike Diamond Eternity Ring"
XET3SPL95D-YG,2201100616001,194515139710,6321,6321x506080xxet3spl95dyg,"3/8"" Triple Spike Diamond Eternity Ring"
XET3SPL95D-RG,2201100616018,194515139697,6321,6321x506080xxet3spl95drg,"3/8"" Triple Spike Diamond Eternity Ring"
XET5BKD-WG,2201100616025,194515139864,6321,6321x506080xxet5bkdwg,"3/16"" Black Diamond Eternity Ring"
XET5BKD-YG,2201100616032,194515139871,6321,6321x506080xxet5bkdyg,"3/16"" Black Diamond Eternity Ring"
XET5BKD-RG,2201100616049,194515139857,6321,6321x506080xxet5bkdrg,"3/16"" Black Diamond Eternity Ring"
XET5BKD-BG,2201100616056,194515139840,6321,6321x506080xxet5bkdbg,"3/16"" Black Diamond Eternity Ring"
XET5D-WG,2201100616063,194515139901,6321,6321x506080xxet5dwg,3/16 Diamond Eternity Ring
XET5D-YG,2201100616070,194515139918,6321,6321x506080xxet5dyg,3/16 Diamond Eternity Ring
XET5D-RG,2201100616087,194515139895,6321,6321x506080xxet5drg,3/16 Diamond Eternity Ring
XET5D-BG,2201100616094,194515139888,6321,6321x506080xxet5dbg,3/16 Diamond Eternity Ring
XET65BKD-WG,2201100616100,194515139949,6321,6321x506080xxet65bkdwg,"1/4"" Black Diamond Eternity Ring"
XET65BKD-YG,2201100616117,194515139956,6321,6321x506080xxet65bkdyg,"1/4"" Black Diamond Eternity Ring"
XET65BKD-RG,2201100616124,194515139932,6321,6321x506080xxet65bkdrg,"1/4"" Black Diamond Eternity Ring"
XET65BKD-BG,2201100616131,194515139925,6321,6321x506080xxet65bkdbg,"1/4"" Black Diamond Eternity Ring"
XET65OP-WG,2201100616186,194515140068,6321,6321x506080xxet65opwg,"1/4"" Opal Eternity Clicker"
XET65OP-YG,2201100616193,194515140075,6321,6321x506080xxet65opyg,"1/4"" Opal Eternity Clicker"
XET65OP-RG,2201100616209,194515140051,6321,6321x506080xxet65oprg,"1/4"" Opal Eternity Clicker"
XET65PE-WG,2201100616216,194515140099,6321,6321x506080xxet65pewg,"1/4"" Pearl Eternity Clicker"
XET65PE-YG,2201100616223,194515140105,6321,6321x506080xxet65peyg,"1/4"" Pearl Eternity Clicker"
XET65PE-RG,2201100616230,194515140082,6321,6321x506080xxet65perg,"1/4"" Pearl Eternity Clicker"
XET8BKD22-WG,2201100616247,194515140167,6321,6321x506080xxet8bkd22wg,"5/16"" Black Diamond Eternity Ring"
XET8BKD22-YG,2201100616254,194515140174,6321,6321x506080xxet8bkd22yg,"5/16"" Black Diamond Eternity Ring"
XET8BKD22-RG,2201100616261,194515140150,6321,6321x506080xxet8bkd22rg,"5/16"" Black Diamond Eternity Ring"
XET8BKD22-BG,2201100616278,194515140143,6321,6321x506080xxet8bkd22bg,"5/16"" Black Diamond Eternity Ring"
XET8D22YELLOW GOLD,2201100616292,194515140259,6321,6321x506080xxet8d22yg,8MM DIAMOND ETERNITY RING YELLOW GOLD
XET8OP-WG,2201100616322,194515140280,6321,6321x506080xxet8opwg,"5/16"" Opal Eternity Ring"
XET8OP-YG,2201100616339,194515140297,6321,6321x506080xxet8opyg,"5/16"" Opal Eternity Ring"
XET8OP-RG,2201100616346,194515140273,6321,6321x506080xxet8oprg,"5/16"" Opal Eternity Ring"
XET8PE-WG,2201100616353,194515140310,6321,6321x506080xxet8pewg,"5/16"" Pearl Eternity Ring"
XET8PE-YG,2201100616360,194515140327,6321,6321x506080xxet8peyg,"5/16"" Pearl Eternity Ring"
XET8PE-RG,2201100616377,194515140303,6321,6321x506080xxet8perg,"5/16"" Pearl Eternity Ring"
XET95BKD26-WG,2201100616384,194515140433,6321,6321x506080xxet95bkd26wg,"3/8"" Black Diamond Eternity Ring"
XET95BKD26-YG,2201100616391,194515140440,6321,6321x506080xxet95bkd26yg,"3/8"" Black Diamond Eternity Ring"
XET95BKD26-RG,2201100616407,194515140426,6321,6321x506080xxet95bkd26rg,"3/8"" Black Diamond Eternity Ring"
XET95BKD26-BG,2201100616414,194515140419,6321,6321x506080xxet95bkd26bg,"3/8"" Black Diamond Eternity Ring"
XET95D26-WG,2201100616421,194515140518,6321,6321x506080xxet95d26wg,"3/8"" Diamond Eternity Ring"
XET95D26-YG,2201100616438,194515140525,6321,6321x506080xxet95d26yg,"3/8"" Diamond Eternity Ring"
XET95D26-RG,2201100616445,194515140501,6321,6321x506080xxet95d26rg,"3/8"" Diamond Eternity Ring"
XET95D26-BG,2201100616452,194515140495,6321,6321x506080xxet95d26bg,"3/8"" Diamond Eternity Ring"
XET95OP-WG,2201100616469,194515140556,6321,6321x506080xxet95opwg,"3/8"" Opal Eternity Ring"
XET95OP-YG,2201100616476,194515140563,6321,6321x506080xxet95opyg,"3/8"" Opal Eternity Ring"
XET95OP-RG,2201100616483,194515140549,6321,6321x506080xxet95oprg,"3/8"" Opal Eternity Ring"
XET95PE-WG,2201100616490,194515140587,6321,6321x506080xxet95pewg,"3/8"" Pearl Eternity Ring"
XET95PE-YG,2201100616506,194515140594,6321,6321x506080xxet95peyg,"3/8"" Pearl Eternity Ring"
XET95PE-RG,2201100616513,194515140570,6321,6321x506080xxet95perg,"3/8"" Pearl Eternity Ring"
XETH168CZ-WG,2201100616520,194515141331,6321,6321x506080xxeth168czwg,"16g 5/16"" CZ Horizontal Eternity Ring"
XETH168CZ-YG,2201100616537,194515141348,6321,6321x506080xxeth168czyg,"16g 5/16"" CZ Horizontal Eternity Ring"
XETH168CZ-RG,2201100616544,194515141324,6321,6321x506080xxeth168czrg,"16g 5/16"" CZ Horizontal Eternity Ring"
XETH168D-WG,2201100616551,194515141416,6321,6321x506080xxeth168dwg,"16g 5/16"" Dia Horizontal Eternity Ring"
XETH168D-YG,2201100616568,194515141423,6321,6321x506080xxeth168dyg,"16g 5/16"" Dia Horizontal Eternity Ring"
XETH168D-RG,2201100616575,194515141409,6321,6321x506080xxeth168drg,"16g 5/16"" Dia Horizontal Eternity Ring"
XETH168OP-WG,2201100616582,194515141454,6321,6321x506080xxeth168opwg,"16g 5/16"" Opal Horizontal Eternity Ring"
