VPN,BARCODE,MARIA TASH,DEPT,WCID,ITEM_DESC
XETH168OP-YG,2201100616599,194515141461,6321,6321x506080xxeth168opyg,"16g 5/16"" Opal Horizontal Eternity Ring"
XETH168OP-RG,2201100616605,194515141447,6321,6321x506080xxeth168oprg,"16g 5/16"" Opal Horizontal Eternity Ring"
XETH168PE-WG,2201100616612,194515141522,6321,6321x506080xxeth168pewg,"16g 5/16"" Pearl Horizontal Eternity Ring"
XETH168PE-YG,2201100616629,194515141539,6321,6321x506080xxeth168peyg,"16g 5/16"" Pearl Horizontal Eternity Ring"
XETH168PE-RG,2201100616636,194515141515,6321,6321x506080xxeth168perg,"16g 5/16"" Pearl Horizontal Eternity Ring"
XETH168TQ-WG,2201100616643,194515141553,6321,6321x506080xxeth168tqwg,"16g 5/16"" Turquoise Horizontal Etrn Ring"
XETH168TQ-YG,2201100616650,194515141560,6321,6321x506080xxeth168tqyg,"16g 5/16"" Turquoise Horizontal Etrn Ring"
XETH168TQ-RG,2201100616667,194515141546,6321,6321x506080xxeth168tqrg,"16g 5/16"" Turquoise Horizontal Etrn Ring"
XETH1695CZ-WG,2201100616674,194515141591,6321,6321x506080xxeth1695czwg,"16g 3/8"" CZ Horizontal Eternity Ring"
XETH1695CZ-YG,2201100616681,194515141607,6321,6321x506080xxeth1695czyg,"16g 3/8"" CZ Horizontal Eternity Ring"
XETH1695CZ-RG,2201100616698,194515141584,6321,6321x506080xxeth1695czrg,"16g 3/8"" CZ Horizontal Eternity Ring"
XETH1695OP-WG,2201100616704,194515141676,6321,6321x506080xxeth1695opwg,"16g 3/8"" Opal Horizontal Eternity Ring"
XETH1695OP-YG,2201100616711,194515141683,6321,6321x506080xxeth1695opyg,"16g 3/8"" Opal Horizontal Eternity Ring"
XETH1695OP-RG,2201100616728,194515141669,6321,6321x506080xxeth1695oprg,"16g 3/8"" Opal Horizontal Eternity Ring"
XETH1695PE-WG,2201100616735,194515141706,6321,6321x506080xxeth1695pewg,"16g 3/8"" Pearl Horizontal Eternity Ring"
XETH1695PE-YG,2201100616742,194515141713,6321,6321x506080xxeth1695peyg,"16g 3/8"" Pearl Horizontal Eternity Ring"
XETH1695PE-RG,2201100616759,194515141690,6321,6321x506080xxeth1695perg,"16g 3/8"" Pearl Horizontal Eternity Ring"
XETH1695TQ-WG,2201100616766,194515141737,6321,6321x506080xxeth1695tqwg,"16g 3/8"" Turquoise Horizontal Etrn Ring"
XETH1695TQ-YG,2201100616773,194515141744,6321,6321x506080xxeth1695tqyg,"16g 3/8"" Turquoise Horizontal Etrn Ring"
XETH1695TQ-RG,2201100616780,194515141720,6321,6321x506080xxeth1695tqrg,"16g 3/8"" Turquoise Horizontal Etrn Ring"
XETIV5D-WG,2201100616797,194515141850,6321,6321x506080xxetiv5dwg,"3/16"" Invisible Set Dia Eternity Ring"
XETIV5D-YG,2201100616803,194515141867,6321,6321x506080xxetiv5dyg,"3/16"" Invisible Set Dia Eternity Ring"
XETIV5D-RG,2201100616810,194515141843,6321,6321x506080xxetiv5drg,"3/16"" Invisible Set Dia Eternity Ring"
XETIV6524D-WG,2201100616827,194515141898,6321,6321x506080xxetiv6524dwg,"1/4"" Invisible Set Lag Dia Eternity Ring"
XETIV6524D-YG,2201100616834,194515141904,6321,6321x506080xxetiv6524dyg,"1/4"" Invisible Set Lag Dia Eternity Ring"
XETIV6524D-RG,2201100616841,194515141881,6321,6321x506080xxetiv6524drg,"1/4"" Invisible Set Lag Dia Eternity Ring"
XETIV8DWHITE GOLD,2201100616889,194515142109,6321,6321x506080xxetiv8dwg,8MM INVISIBLE SET DIAMOND ETERNITY RING
XETIV8DYELLOW GOLD,2201100616896,194515142116,6321,6321x506080xxetiv8dyg,8MM INVISIBLE SET DIAMOND ETERNITY RING
XETIV8DROSE GOLD,2201100616902,194515142093,6321,6321x506080xxetiv8drg,8MM INVISIBLE SET DIAMOND ETERNITY RING
XETIV9524D-WG,2201100616919,194515142147,6321,6321x506080xxetiv9524dwg,"3/8"" Invisible Set Lrg Dia Eternity Ring"
XETIV9524D-YG,2201100616926,194515142154,6321,6321x506080xxetiv9524dyg,"3/8"" Invisible Set Lrg Dia Eternity Ring"
XETIV9524D-RG,2201100616933,194515142130,6321,6321x506080xxetiv9524drg,"3/8"" Invisible Set Lrg Dia Eternity Ring"
XETST6545D-WG,2201100616940,194515142772,6321,6321x506080xxetst6545dwg,"1/4"" Diamond Star Eternity Ring"
XETST6545D-YG,2201100616957,194515142789,6321,6321x506080xxetst6545dyg,"1/4"" Diamond Star Eternity Ring"
XETST6545D-RG,2201100616964,194515142765,6321,6321x506080xxetst6545drg,"1/4"" Diamond Star Eternity Ring"
XETST6545D-BG,2201100616971,194515142758,6321,6321x506080xxetst6545dbg,"1/4"" Diamond Star Eternity Ring"
XETST845D-WG,2201100616988,194515142819,6321,6321x506080xxetst845dwg,"5/16"" Diamond Star Eternity Ring"
XETST845D-YG,2201100616995,194515142826,6321,6321x506080xxetst845dyg,"5/16"" Diamond Star Eternity Ring"
XETST845D-RG,2201100617008,194515142802,6321,6321x506080xxetst845drg,"5/16"" Diamond Star Eternity Ring"
XETST845D-BG,2201100617015,194515142796,6321,6321x506080xxetst845dbg,"5/16"" Diamond Star Eternity Ring"
XETST9545D-WG,2201100617022,194515142857,6321,6321x506080xxetst9545dwg,"3/8"" Diamond Star Eternity Clicker"
XETST9545D-YG,2201100617039,194515142864,6321,6321x506080xxetst9545dyg,"3/8"" Diamond Star Eternity Clicker"
XETST9545D-RG,2201100617046,194515142840,6321,6321x506080xxetst9545drg,"3/8"" Diamond Star Eternity Clicker"
XETST9545D-BG,2201100617053,194515142833,6321,6321x506080xxetst9545dbg,"3/8"" Diamond Star Eternity Clicker"
XFL3D-WG,2201100617060,194515047725,6321,6321x506080xxfl3dwg,3mm Diamond Flower Threaded Stud
XFL3D-YG,2201100617077,194515047732,6321,6321x506080xxfl3dyg,3mm Diamond Flower Threaded Stud
XFL3D-RG,2201100617084,194515047718,6321,6321x506080xxfl3drg,3mm Diamond Flower Threaded Stud
XFL45D-WG,2201100617091,194515047848,6321,6321x506080xxfl45dwg,4.5mm Diamond Flower Threaded Stud
XFL45D-YG,2201100617107,194515047855,6321,6321x506080xxfl45dyg,4.5mm Diamond Flower Threaded Stud
XFL45D-RG,2201100617114,194515047831,6321,6321x506080xxfl45drg,4.5mm Diamond Flower Threaded Stud
XFL55D-WG,2201100617121,194515048005,6321,6321x506080xxfl55dwg,5.5mm Diamond Flower Threaded Stud
XFL55D-YG,2201100617138,194515048012,6321,6321x506080xxfl55dyg,5.5mm Diamond Flower Threaded Stud
XFL55D-RG,2201100617145,194515047992,6321,6321x506080xxfl55drg,5.5mm Diamond Flower Threaded Stud
XFL7DWHITE GOLD,2201100617152,194515048142,6321,6321x506080xxfl7dwg,7MM DIAMOND FLOWER THREADED STUD WHITE G
XFLD65OP-WG,2201100617183,194515048425,6321,6321x506080xxfld65opwg,6.5mm Opal Flower w/ Dia  Threaded Stud
XFLD65OP-YG,2201100617190,194515048432,6321,6321x506080xxfld65opyg,6.5mm Opal Flower w/ Dia  Threaded Stud
XFLD65OP-RG,2201100617206,194515048418,6321,6321x506080xxfld65oprg,6.5mm Opal Flower w/ Dia  Threaded Stud
XHEART-WG,2201100617213,194515049378,6321,6321x506080xxheartwg,Heart Threaded Stud
XHEART-YG,2201100617220,194515049385,6321,6321x506080xxheartyg,Heart Threaded Stud
XHEART-RG,2201100617237,194515049361,6321,6321x506080xxheartrg,Heart Threaded Stud
XHN8-WG,2201100617244,194515049538,6321,6321x506080xxhn8wg,"16g 5/16"" Hiranya Ring"
XHN8-YG,2201100617251,194515049545,6321,6321x506080xxhn8yg,"16g 5/16"" Hiranya Ring"
XHN8-RG,2201100617268,194515049521,6321,6321x506080xxhn8rg,"16g 5/16"" Hiranya Ring"
XHN95-WG,2201100617275,194515049576,6321,6321x506080xxhn95wg,"16g 3/8"" Hiranya Ring"
XHN95-YG,2201100617282,194515049583,6321,6321x506080xxhn95yg,"16g 3/8"" Hiranya Ring"
XHN95-RG,2201100617299,194515049569,6321,6321x506080xxhn95rg,"16g 3/8"" Hiranya Ring"
XIV15D-WG,2201100617305,194515049637,6321,6321x506080xxiv15dwg,1.5mm Invisible Set Dia Threaded Stud
XIV15D-YG,2201100617312,194515049644,6321,6321x506080xxiv15dyg,1.5mm Invisible Set Dia Threaded Stud
XIV15D-RG,2201100617329,194515049620,6321,6321x506080xxiv15drg,1.5mm Invisible Set Dia Threaded Stud
XIV25D-WG,2201100617336,194515049699,6321,6321x506080xxiv25dwg,2.5mm Invisible Set Dia Threaded Stud
XIV25D-YG,2201100617343,194515049705,6321,6321x506080xxiv25dyg,2.5mm Invisible Set Dia Threaded Stud
XIV25D-RG,2201100617350,194515049682,6321,6321x506080xxiv25drg,2.5mm Invisible Set Dia Threaded Stud
XIV2D-WG,2201100617367,194515049781,6321,6321x506080xxiv2dwg,2mm Invisible Set Dia Threaded Stud
XIV2D-YG,2201100617374,194515049798,6321,6321x506080xxiv2dyg,2mm Invisible Set Dia Threaded Stud
XIV2D-RG,2201100617381,194515049774,6321,6321x506080xxiv2drg,2mm Invisible Set Dia Threaded Stud
XIV35D-WG,2201100617398,194515049873,6321,6321x506080xxiv35dwg,3.5mm Invisible Set Dia Threaded Stud
XIV35D-YG,2201100617404,194515049880,6321,6321x506080xxiv35dyg,3.5mm Invisible Set Dia Threaded Stud
XIV35D-RG,2201100617411,194515049866,6321,6321x506080xxiv35drg,3.5mm Invisible Set Dia Threaded Stud
XIV3DWHITE GOLD,2201100617428,194515049989,6321,6321x506080xxiv3dwg,3MM INVISIBLE SET DIAMOND THREADED STUD
XIV3DYELLOW GOLD,2201100617435,194515049996,6321,6321x506080xxiv3dyg,3MM INVISIBLE SET DIAMOND THREADED STUD
XIV3DROSE GOLD,2201100617442,194515049972,6321,6321x506080xxiv3drg,3MM INVISIBLE SET DIAMOND THREADED STUD
XIV4DWHITE GOLD,2201100617459,194515050107,6321,6321x506080xxiv4dwg,4.1MM INVISIBLE SET DIAMOND THREADED STU
XIV4DYELLOW GOLD,2201100617466,194515050114,6321,6321x506080xxiv4dyg,4.1MM INVISIBLE SET DIAMOND THREADED STU
XIV4DROSE GOLD,2201100617473,194515050091,6321,6321x506080xxiv4drg,4.1MM INVISIBLE SET DIAMOND THREADED STU
XLB11BKD-WG,2201100617480,194515050350,6321,6321x506080xxlb11bkdwg,Blk Dia Lightning Bolt Threaded Stud
XLB11BKD-YG,2201100617497,194515050367,6321,6321x506080xxlb11bkdyg,Blk Dia Lightning Bolt Threaded Stud
XLB11BKD-RG,2201100617503,194515050343,6321,6321x506080xxlb11bkdrg,Blk Dia Lightning Bolt Threaded Stud
XLB11BKD-BG,2201100617510,194515050336,6321,6321x506080xxlb11bkdbg,Blk Dia Lightning Bolt Threaded Stud
XLB11D-WG,2201100617527,194515050398,6321,6321x506080xxlb11dwg,Diamond Lightning Bolt Threaded Stud
XLB11D-YG,2201100617534,194515050404,6321,6321x506080xxlb11dyg,Diamond Lightning Bolt Threaded Stud
XLB11D-RG,2201100617541,194515050381,6321,6321x506080xxlb11drg,Diamond Lightning Bolt Threaded Stud
XLB11D-BG,2201100617558,194515050374,6321,6321x506080xxlb11dbg,Diamond Lightning Bolt Threaded Stud
XMNPAD-WG,2201100617565,194515050466,6321,6321x506080xxmnpadwg,Diamond Moon Threaded Stud
XMNPAD-YG,2201100617572,194515050473,6321,6321x506080xxmnpadyg,Diamond Moon Threaded Stud
XMNPAD-RG,2201100617589,194515050459,6321,6321x506080xxmnpadrg,Diamond Moon Threaded Stud
XMNPAD-BG,2201100617596,194515050442,6321,6321x506080xxmnpadbg,Diamond Moon Threaded Stud
XMNSPAD-WG,2201100617602,194515050503,6321,6321x506080xxmnspadwg,Small Diamond Moon Threaded Stud
XMNSPAD-YG,2201100617619,194515050510,6321,6321x506080xxmnspadyg,Small Diamond Moon Threaded Stud
XMNSPAD-RG,2201100617626,194515050497,6321,6321x506080xxmnspadrg,Small Diamond Moon Threaded Stud
XMNSPAD-BG,2201100617633,194515050480,6321,6321x506080xxmnspadbg,Small Diamond Moon Threaded Stud
XPACD-WG,2201100617640,194515050831,6321,6321x506080xxpacdwg,Micropave Open Circle Threaded Stud
XPACD-YG,2201100617657,194515050848,6321,6321x506080xxpacdyg,Micropave Open Circle Threaded Stud
XPACD-RG,2201100617664,194515050824,6321,6321x506080xxpacdrg,Micropave Open Circle Threaded Stud
XPAISLD-WG,2201100617671,194515050862,6321,6321x506080xxpaisldwg,Diamond Paisley (Left) Threaded Stud
XPAISLD-YG,2201100617688,194515050879,6321,6321x506080xxpaisldyg,Diamond Paisley (Left) Threaded Stud
XPAISLD-RG,2201100617695,194515050855,6321,6321x506080xxpaisldrg,Diamond Paisley (Left) Threaded Stud
XPAISRD-WG,2201100617701,194515050893,6321,6321x506080xxpaisrdwg,Diamond Paisley (Right) Threaded Stud
XPAISRD-YG,2201100617718,194515050909,6321,6321x506080xxpaisrdyg,Diamond Paisley (Right) Threaded Stud
XPAISRD-RG,2201100617725,194515050886,6321,6321x506080xxpaisrdrg,Diamond Paisley (Right) Threaded Stud
XPEAR-WG,2201100617732,194515051012,6321,6321x506080xxpearwg,Plain Pear Shaped Tash Threaded Stud
XPEAR-YG,2201100617749,194515051029,6321,6321x506080xxpearyg,Plain Pear Shaped Tash Threaded Stud
XPEAR-RG,2201100617756,194515051005,6321,6321x506080xxpearrg,Plain Pear Shaped Tash Threaded Stud
XR11-WG,2201100617763,194515051142,6321,6321x506080xxr11wg,"7/16"" Plain Ring"
XR11-YG,2201100617770,194515051159,6321,6321x506080xxr11yg,"7/16"" Plain Ring"
XR11-RG,2201100617787,194515051135,6321,6321x506080xxr11rg,"7/16"" Plain Ring"
XR11-BG,2201100617794,194515051128,6321,6321x506080xxr11bg,"7/16"" Plain Ring"
XR168-WG,2201100617800,194515051586,6321,6321x506080xxr168wg,"16g 5/16"" Plain Ring"
XR168-YG,2201100617817,194515051593,6321,6321x506080xxr168yg,"16g 5/16"" Plain Ring"
XR168-RG,2201100619248,194515051579,6321,6321x506080xxr168rg,"16g 5/16"" Plain Ring"
XR1695-WG,2201100617824,194515051654,6321,6321x506080xxr1695wg,"16g 3/8"" Plain Ring"
XR1695-YG,2201100617831,194515051661,6321,6321x506080xxr1695yg,"16g 3/8"" Plain Ring"
XR1695-RG,2201100617848,194515051647,6321,6321x506080xxr1695rg,"16g 3/8"" Plain Ring"
XR3SP65-WG,2201100617855,194515052361,6321,6321x506080xxr3sp65wg,"1/4"" Triple Spike  Ring"
XR3SP65-YG,2201100617862,194515052378,6321,6321x506080xxr3sp65yg,"1/4"" Triple Spike  Ring"
XR3SP65-RG,2201100617879,194515052354,6321,6321x506080xxr3sp65rg,"1/4"" Triple Spike  Ring"
XR3SP8-WG,2201100617886,194515052514,6321,6321x506080xxr3sp8wg,"5/16"" Triple Spike Clicker Ring"
XR3SP8-YG,2201100617893,194515052521,6321,6321x506080xxr3sp8yg,"5/16"" Triple Spike Clicker Ring"
XR3SP8-RG,2201100617909,194515052507,6321,6321x506080xxr3sp8rg,"5/16"" Triple Spike Clicker Ring"
XR3SP95-WG,2201100617916,194515052699,6321,6321x506080xxr3sp95wg,"3/8"" Triple Spike Ring"
XR3SP95-YG,2201100617923,194515052705,6321,6321x506080xxr3sp95yg,"3/8"" Triple Spike Ring"
XR3SP95-RG,2201100617930,194515052682,6321,6321x506080xxr3sp95rg,"3/8"" Triple Spike Ring"
XR3SPL65-WG,2201100617947,194515053344,6321,6321x506080xxr3spl65wg,"1/4"" Triple Long Spike Ring"
XR3SPL65-YG,2201100617954,194515053351,6321,6321x506080xxr3spl65yg,"1/4"" Triple Long Spike Ring"
XR3SPL65-RG,2201100617961,194515053337,6321,6321x506080xxr3spl65rg,"1/4"" Triple Long Spike Ring"
XR3SPL65BKOP-WG,2201100617978,194515053382,6321,6321x506080xr3spl65bkopwg,"1/4"" Black Opal Triple Long Spike Ring"
XR3SPL65BKOP-YG,2201100617985,194515053399,6321,6321x506080xr3spl65bkopyg,"1/4"" Black Opal Triple Long Spike Ring"
XR3SPL65BKOP-RG,2201100617992,194515053375,6321,6321x506080xr3spl65bkoprg,"1/4"" Black Opal Triple Long Spike Ring"
XR3SPL65OP-WG,2201100618005,194515053467,6321,6321x506080xxr3spl65opwg,"1/4"" Opal Triple Spike Ring"
XR3SPL65OP-YG,2201100618012,194515053474,6321,6321x506080xxr3spl65opyg,"1/4"" Opal Triple Spike Ring"
XR3SPL65OP-RG,2201100618029,194515053450,6321,6321x506080xxr3spl65oprg,"1/4"" Opal Triple Spike Ring"
XR3SPL8-WG,2201100618036,194515053542,6321,6321x506080xxr3spl8wg,"5/16"" Triple Long Spike Ring"
XR3SPL8-YG,2201100618043,194515053559,6321,6321x506080xxr3spl8yg,"5/16"" Triple Long Spike Ring"
XR3SPL8-RG,2201100618050,194515053535,6321,6321x506080xxr3spl8rg,"5/16"" Triple Long Spike Ring"
XR3SPL8BKOP-WG,2201100618067,194515053580,6321,6321x506080xxr3spl8bkopwg,"5/16"" Black Opal Triple Long Spike Ring"
XR3SPL8BKOP-YG,2201100618074,194515053597,6321,6321x506080xxr3spl8bkopyg,"5/16"" Black Opal Triple Long Spike Ring"
XR3SPL8BKOP-RG,2201100618081,194515053573,6321,6321x506080xxr3spl8bkoprg,"5/16"" Black Opal Triple Long Spike Ring"
XR3SPL8OP-WG,2201100618098,194515053702,6321,6321x506080xxr3spl8opwg,"5/16"" Opal Triple Long Spike Ring"
XR3SPL8OP-YG,2201100618104,194515053719,6321,6321x506080xxr3spl8opyg,"5/16"" Opal Triple Long Spike Ring"
XR3SPL8OP-RG,2201100618111,194515053696,6321,6321x506080xxr3spl8oprg,"5/16"" Opal Triple Long Spike Ring"
XR3SPL95-WG,2201100618128,194515053771,6321,6321x506080xxr3spl95wg,"3/8"" Triple Long Spike Ring"
XR3SPL95-YG,2201100618135,194515053788,6321,6321x506080xxr3spl95yg,"3/8"" Triple Long Spike Ring"
XR3SPL95-RG,2201100618142,194515053764,6321,6321x506080xxr3spl95rg,"3/8"" Triple Long Spike Ring"
XR3SPL95BKOP-WG,2201100618159,194515053818,6321,6321x506080xr3spl95bkopwg,"3/8"" Black Opal Triple Long Spike Ring"
XR3SPL95BKOP-YG,2201100618166,194515053825,6321,6321x506080xr3spl95bkopyg,"3/8"" Black Opal Triple Long Spike Ring"
XR3SPL95BKOP-RG,2201100618173,194515053801,6321,6321x506080xr3spl95bkoprg,"3/8"" Black Opal Triple Long Spike Ring"
XR3SPL95OP-WG,2201100618180,194515053931,6321,6321x506080xxr3spl95opwg,"3/8"" Opal Triple Long Spike Ring"
XR3SPL95OP-YG,2201100618197,194515053948,6321,6321x506080xxr3spl95opyg,"3/8"" Opal Triple Long Spike Ring"
XR3SPL95OP-RG,2201100618203,194515053924,6321,6321x506080xxr3spl95oprg,"3/8"" Opal Triple Long Spike Ring"
XR5-WG,2201100618210,194515054013,6321,6321x506080xxr5wg,"3/16"" Plain Ring"
XR5-YG,2201100618227,194515054020,6321,6321x506080xxr5yg,"3/16"" Plain Ring"
XR5-RG,2201100618234,194515054006,6321,6321x506080xxr5rg,"3/16"" Plain Ring"
XR5-BG,2201100618241,194515053993,6321,6321x506080xxr5bg,"3/16"" Plain Ring"
XR65-WG,2201100618258,194515054051,6321,6321x506080xxr65wg,"1/4"" Plain Ring"
XR65-YG,2201100618265,194515054068,6321,6321x506080xxr65yg,"1/4"" Plain Ring"
XR65-RG,2201100618272,194515054044,6321,6321x506080xxr65rg,"1/4"" Plain Ring"
XR8-WG,2201100618289,194515054099,6321,6321x506080xxr8wg,"5/16"" Plain Ring"
XR8-YG,2201100618296,194515054105,6321,6321x506080xxr8yg,"5/16"" Plain Ring"
XR8-RG,2201100618302,194515054082,6321,6321x506080xxr8rg,"5/16"" Plain Ring"
XR95-WG,2201100618319,194515054136,6321,6321x506080xxr95wg,"3/8"" Plain Ring"
XR95-YG,2201100618326,194515054143,6321,6321x506080xxr95yg,"3/8"" Plain Ring"
XR95-RG,2201100618333,194515054129,6321,6321x506080xxr95rg,"3/8"" Plain Ring"
XRSC5D-WG,2201100618340,194515056567,6321,6321x506080xxrsc5dwg,"3/16"" Scalloped Diamond Ring"
XRSC5D-YG,2201100618357,194515056574,6321,6321x506080xxrsc5dyg,"3/16"" Scalloped Diamond Ring"
XRSC5D-RG,2201100618364,194515056550,6321,6321x506080xxrsc5drg,"3/16"" Scalloped Diamond Ring"
XRSC65D-WG,2201100618371,194515056628,6321,6321x506080xxrsc65dwg,"1/4"" Scalloped Diamond Ring"
XRSC65D-YG,2201100618388,194515056635,6321,6321x506080xxrsc65dyg,"1/4"" Scalloped Diamond Ring"
XRSC65D-RG,2201100618395,194515056611,6321,6321x506080xxrsc65drg,"1/4"" Scalloped Diamond Ring"
XRSC8D-WG,2201100618401,194515056680,6321,6321x506080xxrsc8dwg,"5/16"" Scalloped Diamond Ring"
XRSC8D-YG,2201100618418,194515056697,6321,6321x506080xxrsc8dyg,"5/16"" Scalloped Diamond Ring"
XRSC8D-RG,2201100618425,194515056673,6321,6321x506080xxrsc8drg,"5/16"" Scalloped Diamond Ring"
XRSC95D-WG,2201100618432,194515056741,6321,6321x506080xxrsc95dwg,"3/8"" Scalloped Diamond Ring"
XRSC95D-YG,2201100618449,194515056758,6321,6321x506080xxrsc95dyg,"3/8"" Scalloped Diamond Ring"
XRSC95D-RG,2201100618456,194515056734,6321,6321x506080xxrsc95drg,"3/8"" Scalloped Diamond Ring"
XRSPJ8-WG,2201100618463,194515056802,6321,6321x506080xxrspj8wg,"5/16"" Javanese Spike Ring"
XSC12D-WG,2201100618470,194515057267,6321,6321x506080xxsc12dwg,1.2mm Scalloped Set Dia Threaded Stud
XSC12D-YG,2201100618487,194515057274,6321,6321x506080xxsc12dyg,1.2mm Scalloped Set Dia Threaded Stud
XSC12D-RG,2201100618494,194515057250,6321,6321x506080xxsc12drg,1.2mm Scalloped Set Dia Threaded Stud
XSC15BKD-WG,2201100618500,194515057342,6321,6321x506080xxsc15bkdwg,1.5mm Blk Dia Scallop Threaded Stud
XSC15BKD-YG,2201100618517,194515057359,6321,6321x506080xxsc15bkdyg,1.5mm Blk Dia Scallop Threaded Stud
XSC15BKD-RG,2201100618524,194515057335,6321,6321x506080xxsc15bkdrg,1.5mm Blk Dia Scallop Threaded Stud
XSC15D-WG,2201100618531,194515057373,6321,6321x506080xxsc15dwg,1.5mm Scalloped Set Dia Threaded Stud
XSC15D-YG,2201100618548,194515057380,6321,6321x506080xxsc15dyg,1.5mm Scalloped Set Dia Threaded Stud
XSC15D-RG,2201100618555,194515057366,6321,6321x506080xxsc15drg,1.5mm Scalloped Set Dia Threaded Stud
XSC25D-WG,2201100618562,194515057502,6321,6321x506080xxsc25dwg,2.5mm Scalloped Set Dia Threaded Stud
XSC25D-YG,2201100618579,194515057519,6321,6321x506080xxsc25dyg,2.5mm Scalloped Set Dia Threaded Stud
XSC25D-RG,2201100618586,194515057496,6321,6321x506080xxsc25drg,2.5mm Scalloped Set Dia Threaded Stud
XSC2BKD-WG,2201100618593,194515057588,6321,6321x506080xxsc2bkdwg,2mm Blk Dia Scallop Set Threaded Stud
XSC2BKD-YG,2201100618609,194515057595,6321,6321x506080xxsc2bkdyg,2mm Blk Dia Scallop Set Threaded Stud
XSC2BKD-RG,2201100618616,194515057571,6321,6321x506080xxsc2bkdrg,2mm Blk Dia Scallop Set Threaded Stud
XSC2D-WG,2201100618623,194515057618,6321,6321x506080xxsc2dwg,2mm Scalloped Set Dia Threaded Stud
XSC2D-YG,2201100618630,194515057625,6321,6321x506080xxsc2dyg,2mm Scalloped Set Dia Threaded Stud
XSC2D-RG,2201100618647,194515057601,6321,6321x506080xxsc2drg,2mm Scalloped Set Dia Threaded Stud
XSC3D-WG,2201100618654,194515057786,6321,6321x506080xxsc3dwg,3mm Scalloped Set Dia Threaded Stud
XSC3D-YG,2201100618661,194515057793,6321,6321x506080xxsc3dyg,3mm Scalloped Set Dia Threaded Stud
XSC3D-RG,2201100618678,194515057779,6321,6321x506080xxsc3drg,3mm Scalloped Set Dia Threaded Stud
XSCETH168CZ-WG,2201100618685,194515057991,6321,6321x506080xxsceth168czwg,"16g 5/16"" CZ Scallop Horizontal Ring"
XSCETH168CZ-YG,2201100618692,194515058004,6321,6321x506080xxsceth168czyg,"16g 5/16"" CZ Scallop Horizontal Ring"
XSCETH168CZ-RG,2201100618708,194515057984,6321,6321x506080xxsceth168czrg,"16g 5/16"" CZ Scallop Horizontal Ring"
XSCETH1695CZ-WG,2201100618715,194515058059,6321,6321x506080xsceth1695czwg,"16g 3/8"" CZ Scallop Horizontal Ring"
XSCETH1695CZ-YG,2201100618722,194515058066,6321,6321x506080xsceth1695czyg,"16g 3/8"" CZ Scallop Horizontal Ring"
XSCETH1695CZ-RG,2201100618739,194515058042,6321,6321x506080xsceth1695czrg,"16g 3/8"" CZ Scallop Horizontal Ring"
XSCMQ4D-WG,2201100618746,194515058110,6321,6321x506080xxscmq4dwg,4mm Scalloped Marquise Dia Threaded Stud
XSCMQ4D-YG,2201100618753,194515058127,6321,6321x506080xxscmq4dyg,4mm Scalloped Marquise Dia Threaded Stud
XSCMQ4D-RG,2201100618760,194515058103,6321,6321x506080xxscmq4drg,4mm Scalloped Marquise Dia Threaded Stud
XSHSTAR-WG,2201100618777,194515058158,6321,6321x506080xxshstarwg,Plain Starburst Threaded Stud
XSHSTAR-YG,2201100618784,194515058165,6321,6321x506080xxshstaryg,Plain Starburst Threaded Stud
XSHSTAR-RG,2201100618791,194515058141,6321,6321x506080xxshstarrg,Plain Starburst Threaded Stud
XSP3525-WG,2201100618807,194515143090,6321,6321x506080xxsp3525wg,Spike Threaded Stud
XSP3525-YG,2201100618814,194515143106,6321,6321x506080xxsp3525yg,Spike Threaded Stud
XSP3525-RG,2201100618821,194515143083,6321,6321x506080xxsp3525rg,Spike Threaded Stud
XSQ3BTRD-WG,2201100618838,194515143212,6321,6321x506080xxsq3btrdwg,Dia Princess Cut Trinity Threaded Stud
XSQ3BTRD-YG,2201100618845,194515143229,6321,6321x506080xxsq3btrdyg,Dia Princess Cut Trinity Threaded Stud
XSQ3BTRD-RG,2201100618852,194515143205,6321,6321x506080xxsq3btrdrg,Dia Princess Cut Trinity Threaded Stud
XSTAR-WG,2201100618869,194515143342,6321,6321x506080xxstarwg,Plain Star Threaded Stud
XSTAR-YG,2201100618876,194515143359,6321,6321x506080xxstaryg,Plain Star Threaded Stud
XSTAR-RG,2201100618883,194515143335,6321,6321x506080xxstarrg,Plain Star Threaded Stud
XSTAR45D-WG,2201100618890,194515143380,6321,6321x506080xxstar45dwg,4.5mm Diamond Star Threaded Stud
XSTAR45D-YG,2201100618906,194515143397,6321,6321x506080xxstar45dyg,4.5mm Diamond Star Threaded Stud
XSTAR45D-RG,2201100618913,194515143373,6321,6321x506080xxstar45drg,4.5mm Diamond Star Threaded Stud
XSTAR55D-WG,2201100618920,194515143427,6321,6321x506080xxstar55dwg,5.5mm Diamond Star Threaded Stud
XSTAR55D-YG,2201100618937,194515143434,6321,6321x506080xxstar55dyg,5.5mm Diamond Star Threaded Stud
XSTAR55D-RG,2201100618944,194515143410,6321,6321x506080xxstar55drg,5.5mm Diamond Star Threaded Stud
XSTAR7D-WG,2201100618951,194515143465,6321,6321x506080xxstar7dwg,7mm Diamond Star Threaded Stud
XSTAR7D-YG,2201100618968,194515143472,6321,6321x506080xxstar7dyg,7mm Diamond Star Threaded Stud
XSTAR7D-RG,2201100618975,194515143458,6321,6321x506080xxstar7drg,7mm Diamond Star Threaded Stud
