SKU,Product Name,4,542,424,13,14,15,16,18,17,19,575,576,54,55,50,407,540,520,51,49,53,532,547,417,419,418,420,437
Z4DTRD,Four Diamond Trinity Frontal Only',,,,,,,,,,,,,,,,,P,,,,,,,P,,,,
Z4BTRTQ,Turquoise Four Ball Trinity Frontal Only',,,,,,,,,,,,,,,,,P,,,,,,,P,,,,
Z4BTROP,Opal Four Ball Trinity Frontal Only',,,,,,,,,,,,,,,,,P,,,,,,,P,,,,
Z4BTRD,Diamond Four Ball Trinity Frontal Only',,,,,,,,,,,,,,,,,P,,,,,,,P,,,,
Z4BTR,Four Ball Trinity Frontal Only',,,,,,,,,,,,,,,,,P,,,,,,,P,,,,
Z3TQ,3mm Turquoise Frontal Only',,,,,,,,,,,,,,,,,P,,,,,,,P,,,,
Z3OP,3mm Natural Opal Frontal Only',,,,,,,,,,,,,,,,,P,,,,,,,P,,,,
Z3IVD,Invisible Set 3 Diamond Curve Frontal',,,,,,,,,,,,,,,,,,,,,,,,P,,,,
Z3DTRDL,Large Diamond Trinity Frontal Only',,,,,,,,,,,,,,,,,P,,,,,,,P,,,,
Z3DTRD,Diamond Trinity Frontal Only',,,,,,,,,,,,,,,,,P,,,,,,,P,,,,
Z3CZ,3mm Cubic Zirconia Plain Bezel Frontal Only',,,,,,,,,,,,,,,,,P,,,,,,,P,,,,
Z3BTRL,Large Three Ball Trinity Frontal',,,,,,,,,,,,,,,,,,,,,,,,P,,,,
Z3BTR,Three Ball Trinity Frontal Only',,,,,,,,,,,,,,,,,P,,,,,,,P,,,,
Z32CZ,14k Cubic Zirconia 3-2 Dangle Frontal Only',,,,,,,,,,,,,,,,,,,,,,,,P,,,,
Z2TQ,2mm Turquoise Frontal Only',,,,,,,,,,,,,,,,,P,,,,,,,P,,,,
Z2OP,2mm Natural Opal Frontal Only',,,,,,,,,,,,,,,,,P,,,,,,,P,,,,
Z2BKD,18k 2mm Black Diamond Bezel Set Frontal Only',,,,,,,,,,,,,,,,,P,,,,,,,P,,,,
Z15BKD,1.5mm Black Diamond Bezel Set Frontal Only',,,,,,,,,,,,,,,,,,,,,,,,P,,,,
XXMARK,X Marks The Spot Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XWB15D,Large Diamond Web Threaded Stud',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XWB15BKD,Large Black Diamond Web Threaded Stud',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XWB10D,10mm Diamond Web Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XWB10BKD,10mm Black Diamond Web Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XURPAPRS5BKD,5mm Black and White Diamond Pave Ouroboros Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XURPAPRS4BKD,4mm Black and White Diamond Pave Ouroboros Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XURPA5DOP,5mm Opal and Diamond Pave Ouroboros Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XURPA5D,5mm Diamond Pave Ouroboros Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XURPA4DOP,4mm Opal and Diamond Pave Ouroboros Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XURPA4D,4mm Diamond Pave Ouroboros Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XTNCOBRBBKD,Black Diamond Eyes and Ruby Hood Cobra Talon',P,,,,P,,,,,,,,,,,,,,,,,,,,,,,
XTNCOBDRB,Ruby Eyes and Diamond Hood Cobra Talon Earring',P,,,,P,,,,,,,,,,,,,,,,,,,,,,,
XTNCOBDD,Diamond Cobra Talon',P,,,,P,,,,,,,,,,,,,,,,,,,,,,,
XTNCOBBKDRB,Ruby Eyes and Black Diamond Hood Cobra Talon',P,,,,P,,,,,,,,,,,,,,,,,,,,,,,
XTNCOBBKDBKD,Black Diamond Cobra Talon',P,,,,P,,,,,,,,,,,,,,,,,,,,,,,
XTHMQD,18k Marquise Diamond Threaded Backing',,,,,,,,,,,,,,,,,,,,,,,,,,P,,
XTHD4,Large 14k Tash Threaded Disc Back',,,,,,,,,,,,,,,,,,,,,,,,,,P,,
XTHD2,Small 14k Tash Threaded Disc Back',,,,,,,,,,,,,,,,,,,,,,,,,,P,,
XTHBF6,Large 6mm Tash Threaded Ball Flower Back Only',,,,,,,,,,,,,,,,,,,,,,,,,,P,,
XTHBF2D,Individual Tash Threaded 2mm Diamond Backing',,,,,,,,,,,,,,,,,,,,,,,,,,P,,
XTHBF25D,Tash Threaded 2.5mm Diamond Backing',,,,,,,,,,,,,,,,,,,,,,,,,,P,,
XTHBF,Tash Threaded Ball Flower Back',,,,,,,,,,,,,,,,,,,,,,,,,,P,,
XTHBAD,Individual Tash Threaded Baguette Diamond Backing',,,,,,,,,,,,,,,,,,,,,,,,,,P,,
XSTARD,Diamond Solitaire Star Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSTAR7D,7mm Diamond Star Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XSTAR55D,5.5mm Diamond Star Threaded Stud',P,,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XSTAR45D,4.5mm Diamond Star Threaded Stud',P,,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSTAR,Plain Star Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSQGPS,Pink Sapphire Princess Granulated Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSQGBS,Blue Sapphire Princess Granulated Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSQ4DTRD,Princess Cut Four Diamond Trinity Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSQ3BTRD,Diamond Princess Cut Ball Trinity Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSP3525,Spike Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSNPA10RB,Large Diamond Pave Snake with Ruby Eyes Threaded Stud',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XSNPA10D,Large Diamond Pave Snake Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XSNEG5RB,Small Engraved Snake with Ruby Eyes Threaded Stud',P,,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSNEG5D,Small Engraved Snake with Diamond Eyes Threaded Stud',P,,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSNEG5BKD,Small Engraved Snake with Black Diamond Eyes Threaded Stud',P,,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSNEG10RB,Large Engraved Snake with Ruby Eyes Threaded Stud',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XSNEG10D,Large Engraved Snake with Diamond Eyes Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XSNEG10BKD,Large Engraved Snake with Black Diamond Eyes Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XSN5RB,Small Snake with Ruby Eyes Threaded Stud',P,,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSN5D,Small Snake with Diamond Eyes Threaded Stud',P,,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSN5BKD,Small Snake with Black Diamond Eyes Threaded Stud',P,,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSN10RB,Large Snake with Ruby Eyes Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XSN10D,Large Snake with Diamond Eyes Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XSN10BKD,Large Snake with Black Diamond Eyes Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XSK65OPM,Large Matte Skull with Opal Eyes Threaded Stud',P,,,P,,P,,P,,,,P,P,,,,,,,,,,,,,,,
XSK65DM,Large Matte Skull with Diamond Eyes Threaded Stud',P,,,P,,P,,P,,,,P,P,,,,,,,,,,,,,,,
XSK65BKDM,Large Matte Skull Black with Diamond Eyes Threaded Stud',P,,,P,,P,,P,,,,P,P,,,,,,,,,,,,,,,
XSK5RBM,Medium Matte Skull with Ruby Eyes Threaded Stud',P,,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSK5RB,Medium Polished Skull with Ruby Eyes Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSK5DM,Medium Matte Skull with Diamond Eyes Threaded Stud',P,,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSK5BKDM,Medium Matte Skull with Black Diamond Eyes Threaded Stud',P,,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSK4RB,Small Polished Skull with Ruby Eyes Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSK4BKDM,Small Matte Skull with Black Diamond Eyes Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSHSTAR,Plain Starburst Threaded Stud',P,,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XSCMQ4D,3.7mm Scalloped Marquise Diamond Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSCETH1695D,16g 9.5mm Diamond Scalloped Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XSCETH1695CZ,16g 9.5mm Cubic Zirconia scalloped Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XSCETH168D,16g 8mm Diamond Scalloped Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XSCETH168CZ,16g 8mm Cubic Zirconia scalloped Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XSCETH1665CZ,16g 6.5mm Cubic Zirconia scalloped Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XSCEG4CZ,4mm Cubic Zirconia Engraved Cup Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XSCEG3CZ,3mm Cubic Zirconia Engraved Cup Threaded Stud',P,P,,P,P,P,P,P,,,,P,,,,,,,,,,,,,,,,
XSCD32D,3mm-2mm Scalloped Set Diamond Dangle Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSC3PKD,3mm Pink Diamond Scalloped Set Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSC3PD,3mm Purple Diamond Scalloped Set Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSC3D,3mm Scalloped Set Diamond Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSC3BKD,3mm Black Diamond Scalloped Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSC3BD,3mm Blue Diamond Scalloped Set Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSC2PKD,2mm Pink Diamond Scalloped Set Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSC2PD,2mm Purple Diamond Scalloped Set Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSC2D,2mm Scalloped Set Diamond Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSC2BKD,2mm Black Diamond Scalloped Set Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSC2BD,2mm Blue Diamond Scalloped Set Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSC25D,2.5mm Scalloped Set Diamond Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSC25BKD,2.5mm Black Diamond Scalloped Set Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSC15PKD,1.5mm Pink Diamond Scalloped Set Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSC15PD,1.5mm Purple Diamond Scalloped Set Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSC15D,1.5mm Scalloped Set Diamond Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSC15BKD,1.5mm Black Diamond Scalloped Set Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSC15BD,1.5mm Blue Diamond Scalloped Set Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XSC12D,1.2mm Scalloped Set Diamond Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XRUR95OPBKD,9.5mm Opal and Black Diamond Ouroboros Ring',P,,,P,,,,P,,P,,P,,,,,,,,,,,,,,,,
XRUR95DRB,9.5mm Ruby and Diamond Ouroboros Ring',P,,,P,,,,P,,P,,,,,,,,,,,,,,,,,,
XRUR95DD,9.5mm Diamond Ouroboros Ring',P,,,P,,,,P,,P,,,,,,,,,,,,,,,,,,
XRUR95DBKD,9.5mm White and Black Diamond Ouroboros Ring',P,,,P,,,,P,,P,,P,,,,,,,,,,,,,,,,
XRUR8OPBKD,8mm Opal and Black Diamond Ouroboros Ring',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
XRUR8DRB,8mm Ruby and Diamond Ouroboros Ring',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
XRUR8DD,8mm Diamond Ouroboros Ring',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
XRUR8DBKD,8mm White and Black Diamond Ouroboros Ring',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
XRUR65OPD,6.5mm Opal and Diamond Ouroboros Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XRUR65OPBKD,6.5mm Opal and Black Diamond Ouroboros Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XRUR65DD,6.5mm Diamond Ouroboros Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XRUR65DBKD,6.5mm Black Diamond Ouroboros Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XRSPJ8,8mm Javanese Spike Clicker Ring',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XRSC95OP,9.5mm Scalloped Set Opal Ring',P,,,P,,,,P,,P,,,P,P,,,,,,,,,,,,,,
XRSC95D,9.5mm Scalloped Diamond Clicker',P,,,P,,,,P,,P,,P,P,P,,,,,,,,,,,,,,
XRSC8OP,8mm Scalloped Set Opal Ring',P,,,P,,,,,,,,,P,,,,,,,,,,,,,,,
XRSC8D,8mm Scalloped Diamond Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XRSC65OP,6.5mm Scalloped Set Opal Ring',P,,,P,P,,P,,P,,,,P,,,,,,,,,,,,,,,
XRSC65D,6.5mm Scalloped Diamond Clicker',P,,,P,P,,P,,P,,,,P,,,,,,,,,,,,,,,
XRSC5OP,5mm Scalloped Set Opal Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XRSC5D,5mm Scalloped Diamond Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XRSC125D,12.5mm Scalloped Diamond Clicker',P,,,,,P,,P,,,,P,,,,,,,,,,,,,,,,
XRSC11D,11mm Scalloped Diamond Clicker',P,P,,,,P,,P,,,,P,,,,,,,,,,,,,,,,
XRS95,9.5mm 20g Seamless Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRS8,8mm 20g Seamless Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRS65,6.5mm 20g Seamless Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRS5,5mm 20g Seamless Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRS1895,9.5mm 18g Seamless Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRS188,8mm 18g Seamless Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRS1865,6.5mm 18g Seamless Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRS1816,15.5mm 18g Seamless Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRS1814,14mm 18g Seamless Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRS18125,12.5mm 18g Seamless Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRS1811,11mm 18g Seamless Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRS11,11mm 20g Seamless Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRNB95PS,9.5mm Pink Sapphire Indian Bead Ring',P,,,P,,,,P,,P,,P,,P,,,,,,,,,,,,,,
XRNB95D,9.5mm Diamond Indian Bead Ring',P,,,P,,,,P,,P,,P,,P,,,,,,,,,,,,,,
XRNB95BS,9.5mm Blue Sapphire Indian Bead Ring',P,,,P,,,,P,,P,,P,,P,,,,,,,,,,,,,,
XRNB8PS,8mm Pink Sapphire Indian Bead Ring',P,,,P,P,,,,,P,,,P,P,,,,,,,,,,,,,,
XRNB8D,8mm Diamond Indian Bead Ring',P,,,P,P,,,,,P,,,P,P,,,,,,,,,,,,,,
XRNB8BS,8mm Blue Sapphire Indian Bead Ring',P,,,P,P,,,,,P,,,P,P,,,,,,,,,,,,,,
XRNB3D8DPS,8mm Diamond Indian Bead Ring Diamond Pink Sapphire Dangles',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XRNB3BD8PS,8mm Pink Sapphire Indian Bead Ring Briolette Ball Dangles',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XRNB3BD8BS,8mm Blue Sapphire Indian Bead Ring Briolette Ball Dangles',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XRHFB95CZ,9.5mm Fixed Horizontal Cubic Zirconia Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRHFB8CZ,8mm Fixed Horizontal Cubic Zirconia Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRHFB65CZ,6.5mm Fixed Horizontal Cubic Zirconia Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRFB95TQ,9.5mm Vertical Turquoise Fixed Bead Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRFB95CZ,9.5mm Fixed Cubic Zirconia Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRFB95,20ga 9.5mm Fixed Ball Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRFB8TQ,8mm Vertical Turquoise Fixed Bead Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRFB8CZ,8mm Fixed Cubic Zirconia Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRFB8,20ga 8mm Fixed Ball Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRFB65TQ,6.5mm Turquoise Fixed Bead Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRFB65CZ,6.5mm Fixed Cubic Zirconia Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRFB65,20ga 6.5mm Fixed Ball Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRFB5CZ,5mm Fixed Cubic Zirconia Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRFB5,20ga 5mm Fixed Ball Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRFB1895,18g 9.5mm Fixed Ball Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRFB188,18g 8mm Fixed Ball Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRFB1865,18 ga 6.5mm Fixed Ball Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRFB185,18g 5mm Fixed Ball Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRFB1695,16g 9.5mm Fixed Ball Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRFB168,16g 8mm Fixed Ball Ring',,,,,,,,,,,,,,,,,,,,,,,,,P,,,
XRCOBOP95DRB,9.5mm Cobra Clicker with Opal Head and Ruby Eyes',P,,,P,,,,P,,P,,P,P,,,,,,,,,,,,,,,
XRCOBOP95BKD,9.5mm Opal Cobra Ring with Black Diamond Eyes',P,,,P,,,,P,,P,,P,,,,,,,,,,,,,,,,
XRCOBOP8DRB,8mm Cobra Clicker with Opal Head and Ruby Eyes',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
XRCOBOP8DBKD,8mm Cobra Clicker with Opal Head and Black Diamond Eyes',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
XRCOBD95RB,9.5mm Cobra Clicker with Diamond Head and Ruby Eyes',P,,,P,,,,P,,P,,P,,,,,,,,,,,,,,,,
XRCOBD95BKD,9.5mm Cobra Ring with Black Diamond Eyes',P,,,P,,,,P,,P,,P,,,,,,,,,,,,,,,,
XRCOBD8RB,8mm Cobra Clicker with Ruby Eyes',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
XRCOBD8BKD,8mm Cobra Ring with Black Diamond Eyes',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
XRCOBD65D,6.5mm Diamond Cobra Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XRCOBD65BKD,6.5mm Cobra Ring with Black Diamond Eyes',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XR95,9.5mm Plain Ring',P,,,P,,,,P,,P,,P,,P,,,,,,,,,,,,,,
XR8,8mm Plain Ring',P,,,P,P,,,,P,P,,,P,P,,,,,,,,,,,,,,
XR65,6.5mm Plain Ring',P,,,P,P,,P,,P,,P,,P,,,,,,,,,,,,,,,
XR5,5mm Plain Ring',P,,,P,P,,P,,P,,P,,P,,,,,,,,,,,,,,,
XR3SPL95TQ,9.5mm Triple Long Turquoise Spike Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XR3SPL95OP,9.5mm Triple Long Opal Spike Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XR3SPL95BROP,9.5mm Triple Long Black-Red Opal Spike Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XR3SPL95BKOP,9.5mm Triple Long Black Opal Spike Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XR3SPL95,9.5mm Triple Long Spike Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XR3SPL8TQ,8mm Triple Long Turquoise Spike Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XR3SPL8OP,8mm Triple Long Opal Spike Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XR3SPL8BROP,8mm Triple Long Black-Red Opal Spike Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XR3SPL8BKOP,8mm Triple Long Black Opal Spike Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XR3SPL8,8mm Triple Long Spike Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XR3SPL65TQ,6.5mm Triple Long Turquoise Spike Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XR3SPL65OP,6.5mm Triple Long Opal Spike Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XR3SPL65BROP,6.5mm Triple Long Black-Red Opal Spike Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XR3SPL65BKOP,6.5mm Triple Long Black Opal Spike Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XR3SPL65,6.5mm Triple Long Spike Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XR3SPGR8,8mm Triple Short Spike Granulated Clicker',P,,,P,,,,,,,,,P,,,,,,,,,,,,,,,
XR3SPG95TQ,9.5mm Triple Short Turquoise Spike Granulated Clicker',P,,,P,,,,,,P,,,,,,,,,,,,,,,,,,
XR3SPG95OP,9.5mm Triple Short Opal Spike Granulated Clicker',P,,,P,,,,,,P,,,,,,,,,,,,,,,,,,
XR3SPG95BKOP,9.5mm Triple Short Black Opal Spike Granulated Clicker',P,,,P,,,,,,P,,,,,,,,,,,,,,,,,,
XR3SPG95,9.5mm Triple Short Spike Granulated Clicker',P,,,P,,,,,,P,,,,,,,,,,,,,,,,,,
XR3SPG8TQ,8mm Triple Short Turquoise Spike Granulated Clicker',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
XR3SPG8OP,8mm Triple Short Opal Spike Granulated Clicker',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
XR3SPG8BROP,8mm Triple Short Black-Red Opal Spike Granulated Clicker',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
XR3SPG8BKOP,8mm Triple Short Black Opal Spike Granulated Clicker',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
XR3SPG65TQ,6.5mm Triple Short Turquoise Spike Granulated Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XR3SPG65OP,6.5mm Triple Short Opal Spike Granulated Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XR3SPG65BKOP,6.5mm Triple Short Black Opal Spike Granulated Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XR3SPG65,6.5mm Triple Short Spike Granulated Clicker',P,,,P,P,,P,,P,,,,P,,,,,,,,,,,,,,,
XR3SP95TQ,9.5mm Triple Short Turquoise Spike Clicker',P,,,P,,,,,,P,,,,,,,,,,,,,,,,,,
XR3SP95OP,9.5mm Triple Short Opal Spike Clicker',P,,,P,,,,,,P,,,,,,,,,,,,,,,,,,
XR3SP95BKOP,9.5mm Triple Short Black Opal Spike Clicker',P,,,P,,,,,,P,,,,,,,,,,,,,,,,,,
XR3SP95,9.5mm Triple Short Spike Clicker',P,,,P,,,,,,P,,,,,,,,,,,,,,,,,,
XR3SP8TQ,8mm Triple Short Turquoise Spike Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XR3SP8OP,8mm Triple Short Opal Spike Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XR3SP8BKOP,8mm Triple Short Black Opal Spike Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XR3SP8,8mm Triple Short Spike Clicker',P,,,P,,,,,,,,,P,,,,,,,,,,,,,,,
XR3SP65TQ,6.5mm Triple Short Turquoise Spike Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XR3SP65OP,6.5mm Triple Short Opal Spike Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XR3SP65BKOP,6.5mm Triple Short Black Opal Spike Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XR3SP65,6.5mm Triple Short Spike Clicker',P,,,P,P,,P,,P,,,,P,,,,,,,,,,,,,,,
XR2C8,8mm Plain Ring with 2 Chains',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XR2C65,6.5mm Plain Ring with 2 Chains',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
