SKU,Product Name,4,542,424,13,14,15,16,18,17,19,575,576,54,55,50,407,540,520,51,49,53,532,547,417,419,418,420,437
XET3SPL65DOP,6.5mm Triple Long Opal Spike Diamond Eternity Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XET3SPL65DBKOP,6.5mm Triple Long Black Opal Spike Diamond Eternity Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XET3SPL65D,6.5mm Triple Spike Diamond Eternity Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XET2D95D,9.5mm Diamond Eternity with 2 Dangles',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XET2D8D,8mm Diamond Eternity with 2 Dangles',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
XET2D65D,6.5mm Diamond Eternity with 2 Dangles',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XET2CDBA65D,6.5mm Diamond Eternity with Baguette and 2 Chains',,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XET2C2D8D,8mm Diamond Eternity with 2 Rounds and 2 Chains',,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XET1SP95TQ,9.5mm Single Short Turquoise Spike Diamond Eternity Clicker',P,,,P,,,,P,,P,,P,,,,,,,,,,,,,,,,
XET1SP95OP,9.5mm Single Short Opal Spike Diamond Eternity Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XET1SP95BROP,9.5mm Single Short Black-Red Opal Spike Diamond Eternity Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XET1SP95BKOP,9.5mm Single Short Black Opal Spike Diamond Eternity Clicker',P,,,P,,,,P,,P,,P,,,,,,,,,,,,,,,,
XET1SP95,9.5mm Single Short Spike Diamond Eternity Clicker',P,,,P,,,,P,,P,,P,,,,,,,,,,,,,,,,
XET1SP8TQ,8mm Single Short Turquoise Spike Diamond Eternity Clicker',P,,,P,P,,,,P,P,,,P,,,,,,,,,,,,,,,
XET1SP8OP,8mm Single Short Opal Spike Diamond Eternity Clicker',P,,,P,P,,,,P,P,,,P,,,,,,,,,,,,,,,
XET1SP8BROP,8mm Single Short Black-Red Spike Diamond Eternity Clicker',P,,,P,,,,,,P,,,,,,,,,,,,,,,,,,
XET1SP8BKOP,8mm Single Short Black Opal Spike Diamond Eternity Clicker',P,,,P,P,,,,,P,,,P,,,,,,,,,,,,,,,
XET1SP8,8mm Single Short Spike Diamond Eternity Clicker',P,,,P,P,,,,,,,,P,,,,,,,,,,,,,,,
XET1SP65TQ,6.5mm Single Short Turquoise Spike Diamond Eternity Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XET1SP65OP,6.5mm Single Short Opal Spike Diamond Eternity Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XET1SP65BROP,6.5mm Single Short Black-Red Opal Spike Diamond Eternity Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XET1SP65BKOP,6.5mm Single Short Black Opal Spike Diamond Eternity Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XET1SP65,6.5mm Single Short Spike Diamond Eternity Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XET155D,15.5mm Diamond Eternity Ring',P,P,,,,,,P,,,,P,,,,,,,,,,,,,,,,
XET125D,12.5mm Diamond Eternity Ring',P,P,,,,,,P,,,,P,,,,,,,,,,,,,,,,
XET125BKD,12.5mm Black Diamond Eternity Ring',P,P,,,,,,P,,,,P,,,,,,,,,,,,,,,,
XET11D,11mm Diamond Eternity Ring',P,P,,,,,,P,,,,P,,,,,,,,,,,,,,,,
XET11BKD,11mm Black Diamond Eternity Ring',P,P,,,,,,P,,,,P,,,,,,,,,,,,,,,,
XDSLB22DOPRB,Opal and Diamond Long Sword with Ruby Drops Threaded Combination',P,,,P,,,,P,,,,,,,,,,,,,,,,,,,,
XDSLB22DBKDRB,Black and White Diamond Long Sword with Ruby Drops Threaded Stud',P,,,P,,,,P,,,,,,,,,,,,,,,,,,,,
XDSL22DOP,Opal and Diamond Long Sword Threaded Combination',P,,,P,,,,P,,,,,,,,,,,,,,,,,,,,
XDSL22DBS,Blue Sapphire and Diamond Long Sword Threaded Combination',P,,,P,,,,P,,,,,,,,,,,,,,,,,,,,
XDS5DOP,Opal and Diamond Small Sword Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XDS5D,Diamond Small Sword Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XDH95D,9.5mm Diamond Dhara Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XDH95CZ,9.5mm Cubic Zirconia Dhara Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XDH8D,8mm Diamond Dhara Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XDH8CZ,8mm Cubic Zirconia Dhara Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XDH65CZ,6.5mm Cubic Zirconia Dhara Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XDH1495CZ,9.5mm 14 gauge Cubic Zirconia Dhara Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XDH148CZ,8mm 14 gauge Cubic Zirconia Dhara Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XDGTR65RB,Diamond and Ruby Trinity Hilt Dagger Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XDGTR65OP,Diamond and Opal Trinity Hilt Dagger Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XDGTR65D,Diamond Trinity Hilt Dagger Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XDGTR65BKD,Black and White Diamond Trinity Hilt Dagger Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XDG65DOP,Opal and Diamond Dagger Threaded Stud',,,,P,,P,,P,,,,,,,,,,,,,,,,,,,,
XDG65D,Diamond Dagger Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XDG65BKD,Black Diamond Dagger Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XDG5D,Small Diamond Dagger Threaded Stud',P,,,P,P,P,P,P,,,,P,,,,,,,,,,,,,,,,
XDELDPS,Pink Sapphire and Diamond Delia Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,P,,,,,,,,,,,
XDELDD1CH,Diamond Delia with Dangle Chain Wrap Earstud',P,,,P,,,,,,,,,,,,,,,,,,P,P,,,,,
XDELDBS|WHITE GOLD,Blue Sapphire and Diamond Delia Threaded Stud WHITE GOLD',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XDELDBS,Blue Sapphire and Diamond Delia Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,P,,,,,,,,,,,
XDELD,Diamond Delia Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,P,,,,,,,,,,,
XDAL,Dala Dangle Threaded Stud',P,,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XCRT95D,9.5mm Diamond Crescent Reversible Clicker Ring',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XCRT8D,8mm Diamond Crescent Reversible Clicker Ring',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XCRT65D,6.5mm Diamond Crescent Reversible Clicker Ring',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XCOBRAD|WHITE GOLD,Diamond Cobra Threaded Stud WHITE GOLD',P,,,P,P,P,P,P,,,,P,,,,,,,,,,,,,,,,
XCOBRAD,Diamond Cobra Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XCND95PED,9.5mm Pearl Coronet Ring with Diamond Briolette',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XCND95PEBKD,9.5mm Pearl Coronet Ring with Black Diamond Briolette',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XCND95DBD,"3/8"" Blue Diamond Coronet with White Diamond Briolette'",P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XCND95D,9.5mm Diamond Coronet Ring with Briolette',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XCND95CD,9.5mm Champagne Diamond Coronet with Briolette',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XCND95BKD,"3/8"" Black Diamond Coronet Ring with Briolette'",P,,,P,,,,P,,,,P,P,,,,,,,,,,,,,,,
XCND8PED,8mm Pearl Coronet Ring with Diamond Briolette',P,,,P,,,,,,P,,,P,,,,,,,,,,,,,,,
XCND8D,8mm Diamond Coronet Ring with Briolette',P,,,P,,,,,,P,,,P,,,,,,,,,,,,,,,
XCND8CD,8mm Champagne Diamond Coronet with Briolette',P,,,P,,,,,,P,,,P,,,,,,,,,,,,,,,
XCND8BKD,"5/16"" Black Diamond Coronet with Briolette true'",P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XCNBKD95D,9.5mm Black Diamond Coronet Ring with Diamond Briolette',P,,,P,,,,P,,P,,P,,,,,,,,,,,,,,,,
XCNBKD95BKD,9.5mm Black Diamond Coronet with Black Diamond Briolette',P,,,P,,,,P,,,,,,,,,,,,,,,,,,,,
XCNBKD8D,8mm Black Diamond Coronet Ring with Diamond Briolette',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XCNBKD8BKD,8mm Black Diamond Coronet with Black Diamond Briolette',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XCNBD95D,9.5mm Blue Diamond Coronet with Briolette',P,,,P,,,,P,,P,,P,,,,,,,,,,,,,,,,
XCNBD8D,8mm Blue Diamond Coronet Ring with Briolette',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XCN95PE,9.5mm Pearl Coronet Ring',P,,,P,,,,P,,P,,P,,,,,,,,,,,,,,,,
XCN95D,9.5mm Diamond Coronet Ring',P,,,P,,,,P,,P,,P,,,,,,,,,,,,,,,,
XCN95BKD,9.5mm Black Diamond Coronet Ring',P,,,P,,,,P,,P,,P,,,,,,,,,,,,,,,,
XCN95BD,9.5mm Blue Diamond Coronet Ring',P,,,P,,,,P,,,,P,P,,,,,,,,,,,,,,,
XCN8PE,8mm Pearl Coronet Ring',P,,,P,,,,,,P,,,P,,,,,,,,,,,,,,,
XCN8D,8mm Diamond Coronet Ring',P,,,P,,,,,,P,,,P,,,,,,,,,,,,,,,
XCN8CD,8mm Champagne Diamond Coronet',P,,,P,,,,,,P,,,P,P,,,,,,,,,,,,,,
XCN8BKD,8mm Black Diamond Coronet Ring',P,,,P,,,,,,P,,,P,,,,,,,,,,,,,,,
XCN8BD,8mm Blue Diamond Coronet Ring',P,,,P,,,,,,P,,,P,,,,,,,,,,,,,,,
XCN65PE,6.5mm Pearl Coronet Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XCN65D,6.5mm Diamond Coronet Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XCN65BKD,6.5mm Black Diamond Coronet Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XCN65BD,6.5mm Blue Diamond Coronet Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XCN5PE,5mm Pearl Coronet Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XCLVD,Diamond Lucky Clover Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XCLV7DPS,7mm Diamond and Pink Sapphire Clover Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XCLV7DBS,7mm Diamond and Blue Sapphire Clover Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XCLV55DPS,5.5mm Diamond and Pink Sapphire Clover Threaded Stud',P,,,P,,P,,P,,,,P,P,,,,,,,,,,,,,,,
XCLV55DBS,5.5mm Diamond and Sapphire Clover Threaded Stud',P,,,P,,P,,P,,,,P,P,,,,,,,,,,,,,,,
XCL3OP,3 Opal Curve Threaded Stud',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XCHTRD,Diamond Trillion Charm',,,,,,,,,,,,,,,,,,P,,,,,,,,,,
XCHSTAR55D,5.5mm Diamond Star Charm',,,,,,,,,,,,,,,,,,P,,,,,,,,,,
XCHSTAR45D,4.5mm Diamond Star Charm',,,,,,,,,,,,,,,,,,P,,,,,,,,,,
XCHSQD,2.5mm Diamond Princess Charm',,,,,,,,,,,,,,,,,,P,,,,,,,,,,
XCHSK5RB,5mm Ruby Eyes Polished Skull Charm',,,,,,,,,,,,,,,,,,P,,,,,,,,,,
XCHP75D,7mm by 5mm Pear Diamond Charm',,,,,,,,,,,,,,,,,,P,,,,,,,,,,
XCHP64D,6mm by 4mm Drilled Diamond Pear Charm',,,,,,,,,,,,,,,,,,P,,,,,,,,,,
XCHP53D,5mm by 3mm Pear Diamond Charm',,,,,,,,,,,,,,,,,,P,,,,,,,,,,
XCHMQ73D,7x3.5mm Marquise Diamond Charm',,,,,,,,,,,,,,,,,,P,,,,,,,,,,
XCHMQ63D,6mm by 3mm Marquise Diamond Charm',,,,,,,,,,,,,,,,,,P,,,,,,,,,,
XCHLB11D,Diamond Lightning Bolt Charm',,,,,,,,,,,,,,,,,,P,,,,,,,,,,
XCHFR2FP53D,Petite Floating Double Diamond Charm',,,,,,,,,,,,,,,,,,P,,,,,,,,,,
XCHDG5D,5mm Small Diamond Dagger Charm',,,,,,,,,,,,,,,,,,P,,,,,,,,,,
XCHBAR7PAD,7mm Pave Diamond Square Bar Charm',,,,,,,,,,,,,,,,,,P,,,,,,,,,,
XCHBAD,3mm Diamond Baguette Charm',,,,,,,,,,,,,,,,,,P,,,,,,,,,,
XCFL5D,Diamond 5 Flower Garland Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XC3STD,Diamond Star Garland Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XC3FLOP,Three Opal and Diamond Flower Garland Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XC3FLD,Diamond 3 Flower Garland Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XBYMQD,Diamond Marquise Butterfly Threaded Stud',P,,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XBYMQCZ,Cubic Zirconia Marquise Butterfly Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XBY4D,Diamond Butterfly Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XBS18DOP2,18mm Diamond and Opal Bent Broadsword Threaded',P,,,P,,,,P,,,,,,,,,,,,,,,,,,,,
XBS18DOP,18mm Diamond and Opal Broadsword Threaded',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XBS18DBS,Blue Sapphire and Diamond Broadsword Threaded Combination',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XBRT3TQ,3mm Natural Turquoise Thin Braid Threaded Stud',P,P,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XBRT3PS,3mm Pink Sapphire Thin Braid Threaded Stud',P,P,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XBRT3OP,3mm Opal Thin Braid Threaded Stud',P,P,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XBRT3CZ,3mm Cubic Zirconia Thin Braid Threaded Stud',P,P,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XBRT3BS,3mm Blue Sapphire Thin Braid Threaded Stud',P,P,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XBRT2OP,2mm Opal Thin Braid Threaded Stud',P,P,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XBRT2CZ,2mm Cubic Zirconia Thin Braid Threaded Stud',P,P,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XBRKRB,Ruby Broken Braid Threaded Stud',P,P,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XBRKPS,Pink Sapphire Broken Braid Threaded Stud',P,,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XBRKCZ,Cubic Zirconia Broken Braid Threaded Stud',P,P,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XBRKBS,Blue Sapphire Broken Braid Threaded Stud',P,P,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XBO9D,9mm Diamond Bone Threaded Stud',P,,,P,,P,,P,,,,P,P,,,,,,,,,,,,,,,
XBO7D,7mm Diamond Bone Threaded Stud',P,P,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XBF,Ball Flower Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XBAT75RB,Small Bat with Ruby Eyes Threaded Stud',P,,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XBAT75D,Small Bat with Diamond Eyes Threaded Stud',P,,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XBAT75BKD,Small Bat with Black Diamond Eyes Threaded Stud',P,,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XBAT10RB,Large Bat with Ruby Eyes Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XBAT10D,Large Bat with Diamond Eyes Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XBAT10BKD,Large Bat with Black Diamond Eyes Threaded Stud',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XBARR7M,7mm Matte Round Bar Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XBARR7DM,7mm Matte Round Bar with Diamond Ends Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XBARR7,7mm Polished Round Bar Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XBARR18M,18mm Matte Round Bar Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XBARR18,18mm Polished Round Bar Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XBARR11M,11mm Matte Round Bar Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XBARR11DM,11mm Matte Round Bar with Diamond Ends Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XBARR11,11mm Polished Round Bar Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XBAR7PAD,7mm Square Diamond Pave Bar Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XBAR7MD3,7mm Matte Square Bar with 3 Diamond Ends Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XBAR7M,7mm Matte Square Bar Threaded Stud',P,,,P,P,P,P,P,,,,P,,,,,,,,,,,,,,,,
XBAR7,7mm Polished Square Bar Threaded Stud',P,,,P,P,P,P,P,,,,P,,,,,,,,,,,,,,,,
XBAR18PAD,18mm Square Diamond Pave Bar Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XBAR18MD3,18mm Matte Square Bar with 3 Diamond Ends Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XBAR18M,18mm Matte Square Bar Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XBAR11PAD,11mm Square Diamond Pave Bar Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XBAR11MD3,11mm Matte Square Bar with 3 Diamond Ends Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XBAR11M,11mm Matte Square Bar Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XBAR11,11mm Polished Square Bar Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XBADTRD,Baguette and Trillion Chain Wrap Earstud',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XBAD,Diamond Baguette Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XB3,3mm Ball Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XB25,2.5mm Ball Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XB2,2mm Ball Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XAR75D,7.5mm Diamond Arrow Threaded Stud',P,P,,P,P,,P,P,,,,P,P,,,,,,,,,,,,,,,
XAR55D,Double Diamond Arrow Complete Nipple Barbell',,,,,,,,,,,,,,,,P,,,,,,,,,,,,
XAR45D,4.5mm Double Diamond Arrow Complete Nipple Barbell',,,,,,,,,,,,,,,,P,,,,,,,,,,,,
XAR10D,10mm Diamond Arrow Threaded Stud',P,,,P,,P,,P,,,,P,P,,,,,,,,,,,,,,,
XAPM65IVD,6.5mm Invisible Diamond Demi Apsara Threaded Stud',,,,,,,,,,,,,,,,,,,,,,,,,,,,
XAPM65D,6.5mm Diamond Demi Apsara Threaded Stud',,,,,,,,,,,,,,,,,,,,,,,,,,,,
XAP95D,9.5mm Diamond Apsara Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XAP95CZOP,9.5mm Opal and Cubic Zirconia Apsara Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XAP95CZ,9.5mm Cubic Zirconia Apsara Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XAP8D,8mm Diamond Apsara Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XAP8CZOP,8mm Opal and Cubic Zirconia Apsara Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XAP8CZ,8mm Cubic Zirconia Apsara Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XAP65D,6.5mm 16g Diamond Apsara Clicker',,,,,,,,,,,,,,P,,,,,,,,,,,,,,
XAP65CZ,6.5mm Cubic Zirconia Apsara Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XAP148CZ,8mm 14g Cubic Zirconia Apsara Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XAP1465CZ,6.5mm 14g Cubic Zirconia Apsara Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XAJNDPE,Diamond and Pearl Ajna Threaded Stud',P,,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XAJN3B,Ajna Dangle Threaded Stud',P,,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XAJN,Ajna Threaded Stud',P,,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
X5PA95DTQ2,9.5mm Turquoise and Diamond Pave Ring (Bottom Hinge)',P,,,P,,,,P,,P,,P,,,,,,,,,,,,,,,,
X5PA95DR2,9.5mm Ruby and Diamond Pave Ring (Bottom Hinge)',P,,,P,,,,P,,P,,P,,,,,,,,,,,,,,,,
X5PA95DOP2,9.5mm Opal and Diamond Pave Ring (bottom hinge)',P,,,P,,,,P,,P,,P,,,,,,,,,,,,,,,,
X5PA95DBKD2,9.5mm Black and White Diamond Five Row Pave Ring (Bottom Hinge)',P,,,P,,,,P,,P,,P,,,,,,,,,,,,,,,,
X5PA95D2,9.5mm Diamond Five Row Pave Ring (Bottom Hinge)',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
X5PA95D,9.5mm Diamond Five Row Pave Ring (Top Hinge)',P,,,P,,,,P,,P,,P,,,,,,,,,,,,,,,,
X5PA8DTQ2,8mm Turquoise and Diamond Five Row Pave Ring (Bottom Hinge)',P,,,P,P,,P,,P,P,,,,,,,,,,,,,,,,,,
X5PA8DR2,8mm Ruby and Diamond Pave Ring (Bottom Hinge)',P,,,P,P,,P,,P,P,,,,,,,,,,,,,,,,,,
X5PA8DOP2,8mm Opal and Diamond Pave Ring (Bottom Hinge)',P,,,P,P,,P,,P,P,,,,,,,,,,,,,,,,,,
X5PA8DBKD2,8mm Black and White Diamond Pave Ring (Bottom Hinge)',P,,,P,P,,P,,P,P,,,,,,,,,,,,,,,,,,
X5PA8D2,8mm Diamond Five Row Pave Ring (Bottom Hinge)',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
X5PA8D,8mm Diamond Five Row Pave Ring (Top Hinge)',P,,,P,P,,P,,P,P,,,,,,,,,,,,,,,,,,
X5PA8BKD2,8mm Black Diamond 5 Row Pave Ring (Bottom Hinge)',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X5PA65DTQ2,6.5mm Turquoise and Diamond Five Row Pave Ring (Bottom Hinge)',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
X5PA65DR2,6.5mm Diamond and Ruby Pave Ring (Bottom Hinge)',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
X5PA65DOP2,6.5mm Opal and Diamond Pave Ring (Bottom Hinge)',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
X5PA65DBKD2,6.5mm Black and White Diamond Pave Ring (Bottom Hinge)',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
X5PA65D2,6.5mm Diamond Five Row Pave Ring (Bottom Hinge)',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
X5PA65D,6.5mm Diamond Five Row Pave Ring (Top Hinge)',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
X5PA5DTQ2,5mm Turquoise and Diamond Pave Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
X5PA5DOP2,5mm Opal and Diamond Pave Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
X5PA5DBKD,5mm Black and White Diamond Pave Ring',P,,,,,,,,P,,,,,,,,,,,,,,,,,,,
X5PA5D,5mm Diamond Five Row Pave Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
X5OP,5mm Opal Threaded Stud',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
X5IVD2,Invisible Set 5 Diamond Open Curve Threaded Stud',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
X4TQ,4mm Turquoise Threaded Stud',P,P,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
X4OP,4mm Opal Threaded Stud',P,P,,P,P,P,P,P,,,,P,,,,,,,,,,,,,,,,
X4DTRD,Four Diamond Trinity Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
X4BTRTQ,Turquoise Four Ball Trinity Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
X4BTROP,Opal Four Ball Trinity Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
X4BTRD,Diamond Four Ball Trinity Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
X4BTR,Four Ball Trinity Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
X3TQ,3mm Turquoise Threaded Stud',P,P,,P,P,,P,P,,,,P,P,,,,,,,,,,,,,,,
X3PTR953D,9.5mm 3mm Diamond Princess Trillion Ring (Rotating)',,,,,,,,P,,,,P,,,,,,,,,,,,,,,,
X3PTR83D,8mm 3mm Diamond Princess Trillion Ring (Rotating)',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
X3PTR653D,6.5mm 3mm Diamond Princess Trillion Ring (Rotating)',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
